"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"13071","20190401083633PD","E3",37.3233,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:36:33,0
"13072","20190401083638PD","E3",37.3233,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:36:38,5
"13073","20190401083643PD","E3",37.3233,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:36:43,5
"13074","20190401083648PD","E3",37.3233,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:36:48,5
"13075","20190401083653PD","E3",37.32331,-121.87865,"ER","F190919071","E3_F190919071",2019-04-01 08:36:53,5
"13076","20190401083658PD","E3",37.32331,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:36:58,5
"13077","20190401083703PD","E3",37.32331,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:37:03,5
"13078","20190401083708PD","E3",37.32331,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:37:08,5
"13079","20190401083713PD","E3",37.32331,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:37:13,5
"13080","20190401083718PD","E3",37.32331,-121.87866,"ER","F190919071","E3_F190919071",2019-04-01 08:37:18,5
"13081","20190401083723PD","E3",37.32332,-121.87867,"ER","F190919071","E3_F190919071",2019-04-01 08:37:23,5
"13082","20190401083729PD","E3",37.32336,-121.87871,"ER","F190919071","E3_F190919071",2019-04-01 08:37:29,6
"13083","20190401083733PD","E3",37.32342,-121.87874,"ER","F190919071","E3_F190919071",2019-04-01 08:37:33,4
"13084","20190401083738PD","E3",37.32349,-121.87877,"ER","F190919071","E3_F190919071",2019-04-01 08:37:38,5
"13085","20190401083743PD","E3",37.3234,-121.87898,"ER","F190919071","E3_F190919071",2019-04-01 08:37:43,5
"13086","20190401083748PD","E3",37.32322,-121.8793,"ER","F190919071","E3_F190919071",2019-04-01 08:37:48,5
"13087","20190401083753PD","E3",37.32312,-121.87948,"ER","F190919071","E3_F190919071",2019-04-01 08:37:53,5
"13088","20190401083758PD","E3",37.32293,-121.87987,"ER","F190919071","E3_F190919071",2019-04-01 08:37:58,5
"13089","20190401083802PD","E3",37.32276,-121.88027,"ER","F190919071","E3_F190919071",2019-04-01 08:38:02,4
"13090","20190401083806PD","E3",37.32257,-121.88061,"ER","F190919071","E3_F190919071",2019-04-01 08:38:06,4
"13091","20190401083810PD","E3",37.32231,-121.88098,"ER","F190919071","E3_F190919071",2019-04-01 08:38:10,4
"13092","20190401083813PD","E3",37.32209,-121.88129,"ER","F190919071","E3_F190919071",2019-04-01 08:38:13,3
"13093","20190401083817PD","E3",37.32183,-121.88169,"ER","F190919071","E3_F190919071",2019-04-01 08:38:17,4
"13094","20190401083821PD","E3",37.32156,-121.88209,"ER","F190919071","E3_F190919071",2019-04-01 08:38:21,4
"13095","20190401083824PD","E3",37.32136,-121.88241,"ER","F190919071","E3_F190919071",2019-04-01 08:38:24,3
"13096","20190401083827PD","E3",37.32115,-121.88273,"ER","F190919071","E3_F190919071",2019-04-01 08:38:27,3
"13097","20190401083830PD","E3",37.32094,-121.88305,"ER","F190919071","E3_F190919071",2019-04-01 08:38:30,3
"13098","20190401083834PD","E3",37.32075,-121.88344,"ER","F190919071","E3_F190919071",2019-04-01 08:38:34,4
"13099","20190401083838PD","E3",37.32075,-121.88365,"ER","F190919071","E3_F190919071",2019-04-01 08:38:38,4
"13100","20190401083843PD","E3",37.32108,-121.88387,"ER","F190919071","E3_F190919071",2019-04-01 08:38:43,5
"13101","20190401083848PD","E3",37.32133,-121.88405,"ER","F190919071","E3_F190919071",2019-04-01 08:38:48,5
"13102","20190401083853PD","E3",37.32145,-121.88404,"ER","F190919071","E3_F190919071",2019-04-01 08:38:53,5
"13103","20190401084353PD","E3",37.32169,-121.8835,"AR","F190919071","E3_F190919071",2019-04-01 08:43:53,300
