"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"1251","20180105212415PS","E10",37.317,-121.9412,"ER","F180059302","E10_F180059302",2018-01-05 21:24:15,0
"1252","20180105212419PS","E10",37.317,-121.9412,"ER","F180059302","E10_F180059302",2018-01-05 21:24:19,4
"1253","20180105212423PS","E10",37.317,-121.9412,"ER","F180059302","E10_F180059302",2018-01-05 21:24:23,4
"1254","20180105212427PS","E10",37.317,-121.9412,"ER","F180059302","E10_F180059302",2018-01-05 21:24:27,4
"1255","20180105212432PS","E10",37.317,-121.9412,"ER","F180059302","E10_F180059302",2018-01-05 21:24:32,5
"1256","20180105212437PS","E10",37.31701,-121.94119,"ER","F180059302","E10_F180059302",2018-01-05 21:24:37,5
"1257","20180105212441PS","E10",37.31703,-121.9411,"ER","F180059302","E10_F180059302",2018-01-05 21:24:41,4
"1258","20180105212445PS","E10",37.31706,-121.94092,"ER","F180059302","E10_F180059302",2018-01-05 21:24:45,4
"1259","20180105212449PS","E10",37.3171,-121.94056,"ER","F180059302","E10_F180059302",2018-01-05 21:24:49,4
"1260","20180105212455PS","E10",37.31719,-121.93957,"ER","F180059302","E10_F180059302",2018-01-05 21:24:55,6
"1261","20180105212500PS","E10",37.31725,-121.93855,"ER","F180059302","E10_F180059302",2018-01-05 21:25:00,5
"1262","20180105212506PS","E10",37.31726,-121.93714,"ER","F180059302","E10_F180059302",2018-01-05 21:25:06,6
"1263","20180105212510PS","E10",37.31723,-121.93611,"ER","F180059302","E10_F180059302",2018-01-05 21:25:10,4
"1264","20180105212516PS","E10",37.31716,-121.93452,"ER","F180059302","E10_F180059302",2018-01-05 21:25:16,6
"1265","20180105212522PS","E10",37.31699,-121.93294,"ER","F180059302","E10_F180059302",2018-01-05 21:25:22,6
"1266","20180105212528PS","E10",37.31669,-121.93148,"ER","F180059302","E10_F180059302",2018-01-05 21:25:28,6
"1267","20180105212532PS","E10",37.31655,-121.93055,"ER","F180059302","E10_F180059302",2018-01-05 21:25:32,4
"1268","20180105212537PS","E10",37.31646,-121.92961,"ER","F180059302","E10_F180059302",2018-01-05 21:25:37,5
"1269","20180105212545PS","E10",37.31639,-121.92864,"ER","F180059302","E10_F180059302",2018-01-05 21:25:45,8
"1270","20180105212551PS","E10",37.31639,-121.92782,"ER","F180059302","E10_F180059302",2018-01-05 21:25:51,6
"1271","20180105212555PS","E10",37.31639,-121.92744,"ER","F180059302","E10_F180059302",2018-01-05 21:25:55,4
"1272","20180105212559PS","E10",37.31639,-121.92727,"ER","F180059302","E10_F180059302",2018-01-05 21:25:59,4
"1273","20180105212603PS","E10",37.31639,-121.92723,"ER","F180059302","E10_F180059302",2018-01-05 21:26:03,4
"1274","20180105212607PS","E10",37.31639,-121.92723,"ER","F180059302","E10_F180059302",2018-01-05 21:26:07,4
"1275","20180105212611PS","E10",37.31639,-121.9272,"ER","F180059302","E10_F180059302",2018-01-05 21:26:11,4
"1276","20180105212615PS","E10",37.31639,-121.92699,"ER","F180059302","E10_F180059302",2018-01-05 21:26:15,4
"1277","20180105212619PS","E10",37.31648,-121.92675,"ER","F180059302","E10_F180059302",2018-01-05 21:26:19,4
"1278","20180105212623PS","E10",37.31671,-121.92674,"ER","F180059302","E10_F180059302",2018-01-05 21:26:23,4
"1279","20180105212631PS","E10",37.31705,-121.92677,"ER","F180059302","E10_F180059302",2018-01-05 21:26:31,8
"1280","20180105212636PS","E10",37.31709,-121.92677,"ER","F180059302","E10_F180059302",2018-01-05 21:26:36,5
"1281","20180105212641PS","E10",37.31724,-121.92694,"ER","F180059302","E10_F180059302",2018-01-05 21:26:41,5
"1282","20180105212646PS","E10",37.31717,-121.92739,"ER","F180059302","E10_F180059302",2018-01-05 21:26:46,5
"1283","20180105212652PS","E10",37.3171,-121.92832,"ER","F180059302","E10_F180059302",2018-01-05 21:26:52,6
"1284","20180105212656PS","E10",37.31709,-121.92918,"ER","F180059302","E10_F180059302",2018-01-05 21:26:56,4
"1285","20180105212700PS","E10",37.31711,-121.93014,"ER","F180059302","E10_F180059302",2018-01-05 21:27:00,4
"1286","20180105212704PS","E10",37.31717,-121.93114,"ER","F180059302","E10_F180059302",2018-01-05 21:27:04,4
"1287","20180105212708PS","E10",37.31728,-121.93219,"ER","F180059302","E10_F180059302",2018-01-05 21:27:08,4
"1288","20180105212712PS","E10",37.31743,-121.93331,"ER","F180059302","E10_F180059302",2018-01-05 21:27:12,4
"1289","20180105212716PS","E10",37.31754,-121.93445,"ER","F180059302","E10_F180059302",2018-01-05 21:27:16,4
"1290","20180105212720PS","E10",37.31758,-121.93557,"ER","F180059302","E10_F180059302",2018-01-05 21:27:20,4
"1291","20180105212724PS","E10",37.31763,-121.93659,"ER","F180059302","E10_F180059302",2018-01-05 21:27:24,4
"1292","20180105212729PS","E10",37.31771,-121.9376,"ER","F180059302","E10_F180059302",2018-01-05 21:27:29,5
"1293","20180105212735PS","E10",37.31795,-121.93846,"ER","F180059302","E10_F180059302",2018-01-05 21:27:35,6
"1294","20180105212740PS","E10",37.31809,-121.93865,"ER","F180059302","E10_F180059302",2018-01-05 21:27:40,5
"1295","20180105212748PS","E10",37.31829,-121.93882,"ER","F180059302","E10_F180059302",2018-01-05 21:27:48,8
"1296","20180105212752PS","E10",37.3184,-121.93892,"ER","F180059302","E10_F180059302",2018-01-05 21:27:52,4
"1297","20180105212756PS","E10",37.31847,-121.93895,"ER","F180059302","E10_F180059302",2018-01-05 21:27:56,4
"1298","20180105212800PS","E10",37.31847,-121.93896,"ER","F180059302","E10_F180059302",2018-01-05 21:28:00,4
"1299","20180105213301PS","E10",37.31846,-121.93896,"AR","F180059302","E10_F180059302",2018-01-05 21:33:01,301
