"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"9923","20190329172530PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:30,0
"9924","20190329172534PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:34,4
"9925","20190329172539PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:39,5
"9926","20190329172544PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:44,5
"9927","20190329172549PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:49,5
"9928","20190329172554PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:54,5
"9929","20190329172559PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:25:59,5
"9930","20190329172605PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:05,6
"9931","20190329172609PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:09,4
"9932","20190329172615PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:15,6
"9933","20190329172620PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:20,5
"9934","20190329172624PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:24,4
"9935","20190329172629PD","E26",37.30667,-121.84913,"ER","F190889213","E26_F190889213",2019-03-29 17:26:29,5
"9936","20190329172634PD","E26",37.3067,-121.84917,"ER","F190889213","E26_F190889213",2019-03-29 17:26:34,5
"9937","20190329172639PD","E26",37.30679,-121.84923,"ER","F190889213","E26_F190889213",2019-03-29 17:26:39,5
"9938","20190329172644PD","E26",37.30694,-121.8491,"ER","F190889213","E26_F190889213",2019-03-29 17:26:44,5
"9939","20190329172648PD","E26",37.30714,-121.84879,"ER","F190889213","E26_F190889213",2019-03-29 17:26:48,4
"9940","20190329172652PD","E26",37.3074,-121.84837,"ER","F190889213","E26_F190889213",2019-03-29 17:26:52,4
"9941","20190329172656PD","E26",37.30765,-121.84797,"ER","F190889213","E26_F190889213",2019-03-29 17:26:56,4
"9942","20190329172700PD","E26",37.30775,-121.84766,"ER","F190889213","E26_F190889213",2019-03-29 17:27:00,4
"9943","20190329172704PD","E26",37.30761,-121.84738,"ER","F190889213","E26_F190889213",2019-03-29 17:27:04,4
"9944","20190329172708PD","E26",37.30729,-121.84708,"ER","F190889213","E26_F190889213",2019-03-29 17:27:08,4
"9945","20190329172711PD","E26",37.307,-121.8468,"ER","F190889213","E26_F190889213",2019-03-29 17:27:11,3
"9946","20190329172715PD","E26",37.30669,-121.8465,"ER","F190889213","E26_F190889213",2019-03-29 17:27:15,4
"9947","20190329172717PD","E26",37.30637,-121.84618,"ER","F190889213","E26_F190889213",2019-03-29 17:27:17,2
"9948","20190329172720PD","E26",37.30604,-121.84586,"ER","F190889213","E26_F190889213",2019-03-29 17:27:20,3
"9949","20190329172723PD","E26",37.3057,-121.84554,"ER","F190889213","E26_F190889213",2019-03-29 17:27:23,3
"9950","20190329172726PD","E26",37.30536,-121.84523,"ER","F190889213","E26_F190889213",2019-03-29 17:27:26,3
"9951","20190329172729PD","E26",37.30503,-121.84491,"ER","F190889213","E26_F190889213",2019-03-29 17:27:29,3
"9952","20190329172732PD","E26",37.3047,-121.84459,"ER","F190889213","E26_F190889213",2019-03-29 17:27:32,3
"9953","20190329172735PD","E26",37.30437,-121.84428,"ER","F190889213","E26_F190889213",2019-03-29 17:27:35,3
"9954","20190329172738PD","E26",37.30406,-121.84398,"ER","F190889213","E26_F190889213",2019-03-29 17:27:38,3
"9955","20190329172741PD","E26",37.30374,-121.84367,"ER","F190889213","E26_F190889213",2019-03-29 17:27:41,3
"9956","20190329172745PD","E26",37.30342,-121.84338,"ER","F190889213","E26_F190889213",2019-03-29 17:27:45,4
"9957","20190329172747PD","E26",37.30312,-121.84311,"ER","F190889213","E26_F190889213",2019-03-29 17:27:47,2
"9958","20190329172750PD","E26",37.30286,-121.84289,"ER","F190889213","E26_F190889213",2019-03-29 17:27:50,3
"9959","20190329173724PD","E26",37.30211,-121.84223,"AR","F190889213","E26_F190889213",2019-03-29 17:37:24,574
