"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"1859","20180219091341PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:13:41,0
"1860","20180219091346PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:13:46,5
"1861","20180219091351PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:13:51,5
"1862","20180219091356PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:13:56,5
"1863","20180219091400PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:14:00,4
"1864","20180219091404PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:14:04,4
"1865","20180219091408PS","E13",37.26856,-121.86717,"ER","F180509075","E13_F180509075",2018-02-19 09:14:08,4
"1866","20180219091413PS","E13",37.26859,-121.86721,"ER","F180509075","E13_F180509075",2018-02-19 09:14:13,5
"1867","20180219091417PS","E13",37.26873,-121.86733,"ER","F180509075","E13_F180509075",2018-02-19 09:14:17,4
"1868","20180219091421PS","E13",37.26904,-121.86748,"ER","F180509075","E13_F180509075",2018-02-19 09:14:21,4
"1869","20180219091427PS","E13",37.26975,-121.8678,"ER","F180509075","E13_F180509075",2018-02-19 09:14:27,6
"1870","20180219091432PS","E13",37.27049,-121.86814,"ER","F180509075","E13_F180509075",2018-02-19 09:14:32,5
"1871","20180219091438PS","E13",37.27146,-121.86859,"ER","F180509075","E13_F180509075",2018-02-19 09:14:38,6
"1872","20180219091442PS","E13",37.27211,-121.86889,"ER","F180509075","E13_F180509075",2018-02-19 09:14:42,4
"1873","20180219091449PS","E13",37.27285,-121.86922,"ER","F180509075","E13_F180509075",2018-02-19 09:14:49,7
"1874","20180219091455PS","E13",37.27354,-121.86954,"ER","F180509075","E13_F180509075",2018-02-19 09:14:55,6
"1875","20180219091501PS","E13",37.27437,-121.86991,"ER","F180509075","E13_F180509075",2018-02-19 09:15:01,6
"1876","20180219091508PS","E13",37.27497,-121.87025,"ER","F180509075","E13_F180509075",2018-02-19 09:15:08,7
"1877","20180219091513PS","E13",37.27514,-121.87033,"ER","F180509075","E13_F180509075",2018-02-19 09:15:13,5
"1878","20180219091518PS","E13",37.2754,-121.87037,"ER","F180509075","E13_F180509075",2018-02-19 09:15:18,5
"1879","20180219091522PS","E13",37.27577,-121.87052,"ER","F180509075","E13_F180509075",2018-02-19 09:15:22,4
