"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"8060","20180830114410PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:10,0
"8061","20180830114415PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:15,5
"8062","20180830114420PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:20,5
"8063","20180830114425PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:25,5
"8064","20180830114430PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:30,5
"8065","20180830114435PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:35,5
"8066","20180830114440PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:40,5
"8067","20180830114445PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:45,5
"8068","20180830114450PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:50,5
"8069","20180830114455PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:55,5
"8070","20180830114459PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:44:59,4
"8071","20180830114503PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:45:03,4
"8072","20180830114508PD","E23",37.38792,-121.85971,"ER","F182429108","E23_F182429108",2018-08-30 11:45:08,5
"8073","20180830114513PD","E23",37.38792,-121.8597,"ER","F182429108","E23_F182429108",2018-08-30 11:45:13,5
"8074","20180830114518PD","E23",37.38784,-121.85962,"ER","F182429108","E23_F182429108",2018-08-30 11:45:18,5
"8075","20180830114523PD","E23",37.38776,-121.85955,"ER","F182429108","E23_F182429108",2018-08-30 11:45:23,5
"8076","20180830114528PD","E23",37.38766,-121.85954,"ER","F182429108","E23_F182429108",2018-08-30 11:45:28,5
"8077","20180830114534PD","E23",37.38738,-121.85976,"ER","F182429108","E23_F182429108",2018-08-30 11:45:34,6
"8078","20180830114537PD","E23",37.38712,-121.86002,"ER","F182429108","E23_F182429108",2018-08-30 11:45:37,3
"8079","20180830114541PD","E23",37.38703,-121.86012,"ER","F182429108","E23_F182429108",2018-08-30 11:45:41,4
"8080","20180830114546PD","E23",37.38699,-121.86017,"ER","F182429108","E23_F182429108",2018-08-30 11:45:46,5
"8081","20180830114551PD","E23",37.38691,-121.86027,"ER","F182429108","E23_F182429108",2018-08-30 11:45:51,5
"8082","20180830114556PD","E23",37.38683,-121.8604,"ER","F182429108","E23_F182429108",2018-08-30 11:45:56,5
"8083","20180830114601PD","E23",37.38677,-121.86053,"ER","F182429108","E23_F182429108",2018-08-30 11:46:01,5
"8084","20180830114606PD","E23",37.38694,-121.86079,"ER","F182429108","E23_F182429108",2018-08-30 11:46:06,5
"8085","20180830114610PD","E23",37.38726,-121.86113,"ER","F182429108","E23_F182429108",2018-08-30 11:46:10,4
"8086","20180830114613PD","E23",37.38755,-121.86145,"ER","F182429108","E23_F182429108",2018-08-30 11:46:13,3
"8087","20180830114616PD","E23",37.38787,-121.86179,"ER","F182429108","E23_F182429108",2018-08-30 11:46:16,3
"8088","20180830114619PD","E23",37.38823,-121.86216,"ER","F182429108","E23_F182429108",2018-08-30 11:46:19,3
"8089","20180830114621PD","E23",37.38849,-121.86242,"ER","F182429108","E23_F182429108",2018-08-30 11:46:21,2
"8090","20180830114623PD","E23",37.38876,-121.8627,"ER","F182429108","E23_F182429108",2018-08-30 11:46:23,2
"8091","20180830114625PD","E23",37.38904,-121.86299,"ER","F182429108","E23_F182429108",2018-08-30 11:46:25,2
"8092","20180830114627PD","E23",37.38933,-121.86328,"ER","F182429108","E23_F182429108",2018-08-30 11:46:27,2
"8093","20180830114629PD","E23",37.38961,-121.86358,"ER","F182429108","E23_F182429108",2018-08-30 11:46:29,2
"8094","20180830114631PD","E23",37.3899,-121.86388,"ER","F182429108","E23_F182429108",2018-08-30 11:46:31,2
"8095","20180830114633PD","E23",37.3902,-121.86418,"ER","F182429108","E23_F182429108",2018-08-30 11:46:33,2
"8096","20180830114635PD","E23",37.39049,-121.86449,"ER","F182429108","E23_F182429108",2018-08-30 11:46:35,2
"8097","20180830114637PD","E23",37.39078,-121.86479,"ER","F182429108","E23_F182429108",2018-08-30 11:46:37,2
"8098","20180830114639PD","E23",37.39108,-121.86509,"ER","F182429108","E23_F182429108",2018-08-30 11:46:39,2
"8099","20180830114641PD","E23",37.39137,-121.86539,"ER","F182429108","E23_F182429108",2018-08-30 11:46:41,2
"8100","20180830114643PD","E23",37.39167,-121.86568,"ER","F182429108","E23_F182429108",2018-08-30 11:46:43,2
"8101","20180830114645PD","E23",37.39197,-121.86595,"ER","F182429108","E23_F182429108",2018-08-30 11:46:45,2
"8102","20180830114647PD","E23",37.39226,-121.86623,"ER","F182429108","E23_F182429108",2018-08-30 11:46:47,2
"8103","20180830114649PD","E23",37.39256,-121.8665,"ER","F182429108","E23_F182429108",2018-08-30 11:46:49,2
"8104","20180830114651PD","E23",37.39285,-121.86677,"ER","F182429108","E23_F182429108",2018-08-30 11:46:51,2
