"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"25307","20180628164830PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:30,0
"25308","20180628164835PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:35,5
"25309","20180628164840PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:40,5
"25310","20180628164845PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:45,5
"25311","20180628164850PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:50,5
"25312","20180628164856PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:48:56,6
"25313","20180628164900PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:00,4
"25314","20180628164905PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:05,5
"25315","20180628164910PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:10,5
"25316","20180628164915PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:15,5
"25317","20180628164920PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:20,5
"25318","20180628164925PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:25,5
"25319","20180628164930PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:30,5
"25320","20180628164935PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:35,5
"25321","20180628164940PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:40,5
"25322","20180628164945PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:45,5
"25323","20180628164950PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:50,5
"25324","20180628164955PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:49:55,5
"25325","20180628165000PD","S3",37.32332,-121.87866,"ER","F181799179","S3_F181799179",2018-06-28 16:50:00,5
