"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"1031","20180129071544PS","E10",37.31825,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:15:44,0
"1032","20180129071548PS","E10",37.31825,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:15:48,4
"1033","20180129071552PS","E10",37.31825,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:15:52,4
"1034","20180129071556PS","E10",37.31825,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:15:56,4
"1035","20180129071600PS","E10",37.31825,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:16:00,4
"1036","20180129071604PS","E10",37.31824,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:16:04,4
"1037","20180129071608PS","E10",37.31824,-121.94365,"ER","F180299070","E10_F180299070",2018-01-29 07:16:08,4
"1038","20180129071612PS","E10",37.31824,-121.94365,"ER","F180299070","E10_F180299070",2018-01-29 07:16:12,4
"1039","20180129071616PS","E10",37.31824,-121.94365,"ER","F180299070","E10_F180299070",2018-01-29 07:16:16,4
"1040","20180129071621PS","E10",37.31824,-121.94365,"ER","F180299070","E10_F180299070",2018-01-29 07:16:21,5
"1041","20180129071626PS","E10",37.31824,-121.94365,"ER","F180299070","E10_F180299070",2018-01-29 07:16:26,5
"1042","20180129071631PS","E10",37.31824,-121.94364,"ER","F180299070","E10_F180299070",2018-01-29 07:16:31,5
"1043","20180129071640PS","E10",37.31822,-121.94347,"ER","F180299070","E10_F180299070",2018-01-29 07:16:40,9
"1044","20180129071645PS","E10",37.31822,-121.94344,"ER","F180299070","E10_F180299070",2018-01-29 07:16:45,5
"1045","20180129071649PS","E10",37.31822,-121.94342,"ER","F180299070","E10_F180299070",2018-01-29 07:16:49,4
"1046","20180129071653PS","E10",37.31826,-121.94333,"ER","F180299070","E10_F180299070",2018-01-29 07:16:53,4
"1047","20180129071657PS","E10",37.31844,-121.94328,"ER","F180299070","E10_F180299070",2018-01-29 07:16:57,4
"1048","20180129071701PS","E10",37.31872,-121.94328,"ER","F180299070","E10_F180299070",2018-01-29 07:17:01,4
"1049","20180129071705PS","E10",37.31908,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:05,4
"1050","20180129071709PS","E10",37.31943,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:09,4
"1051","20180129071713PS","E10",37.31964,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:13,4
"1052","20180129071717PS","E10",37.31977,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:17,4
"1053","20180129071721PS","E10",37.32003,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:21,4
"1054","20180129071725PS","E10",37.32039,-121.94327,"ER","F180299070","E10_F180299070",2018-01-29 07:17:25,4
"1055","20180129071731PS","E10",37.32106,-121.94328,"ER","F180299070","E10_F180299070",2018-01-29 07:17:31,6
"1056","20180129071737PS","E10",37.32182,-121.94329,"ER","F180299070","E10_F180299070",2018-01-29 07:17:37,6
"1057","20180129071743PS","E10",37.32257,-121.9433,"ER","F180299070","E10_F180299070",2018-01-29 07:17:43,6
"1058","20180129071751PS","E10",37.32316,-121.94325,"ER","F180299070","E10_F180299070",2018-01-29 07:17:51,8
"1059","20180129071755PS","E10",37.32324,-121.94319,"ER","F180299070","E10_F180299070",2018-01-29 07:17:55,4
"1060","20180129071759PS","E10",37.32328,-121.94293,"ER","F180299070","E10_F180299070",2018-01-29 07:17:59,4
"1061","20180129071803PS","E10",37.32325,-121.9425,"ER","F180299070","E10_F180299070",2018-01-29 07:18:03,4
"1062","20180129071807PS","E10",37.32319,-121.94207,"ER","F180299070","E10_F180299070",2018-01-29 07:18:07,4
"1063","20180129071811PS","E10",37.32316,-121.94171,"ER","F180299070","E10_F180299070",2018-01-29 07:18:11,4
"1064","20180129071815PS","E10",37.32315,-121.9415,"ER","F180299070","E10_F180299070",2018-01-29 07:18:15,4
"1065","20180129071819PS","E10",37.32315,-121.94146,"ER","F180299070","E10_F180299070",2018-01-29 07:18:19,4
"1066","20180129071823PS","E10",37.32315,-121.94146,"ER","F180299070","E10_F180299070",2018-01-29 07:18:23,4
"1067","20180129071827PS","E10",37.32315,-121.94144,"ER","F180299070","E10_F180299070",2018-01-29 07:18:27,4
"1068","20180129071831PS","E10",37.32314,-121.94121,"ER","F180299070","E10_F180299070",2018-01-29 07:18:31,4
"1069","20180129071835PS","E10",37.32314,-121.94079,"ER","F180299070","E10_F180299070",2018-01-29 07:18:35,4
"1070","20180129071839PS","E10",37.32314,-121.94031,"ER","F180299070","E10_F180299070",2018-01-29 07:18:39,4
"1071","20180129071843PS","E10",37.32316,-121.93978,"ER","F180299070","E10_F180299070",2018-01-29 07:18:43,4
"1072","20180129071849PS","E10",37.32322,-121.9388,"ER","F180299070","E10_F180299070",2018-01-29 07:18:49,6
"1073","20180129071855PS","E10",37.32328,-121.93768,"ER","F180299070","E10_F180299070",2018-01-29 07:18:55,6
"1074","20180129071901PS","E10",37.32331,-121.9365,"ER","F180299070","E10_F180299070",2018-01-29 07:19:01,6
"1075","20180129071905PS","E10",37.32332,-121.9357,"ER","F180299070","E10_F180299070",2018-01-29 07:19:05,4
"1076","20180129071909PS","E10",37.32332,-121.9349,"ER","F180299070","E10_F180299070",2018-01-29 07:19:09,4
"1077","20180129071914PS","E10",37.32333,-121.93391,"ER","F180299070","E10_F180299070",2018-01-29 07:19:14,5
"1078","20180129071920PS","E10",37.32336,-121.93289,"ER","F180299070","E10_F180299070",2018-01-29 07:19:20,6
"1079","20180129071924PS","E10",37.32337,-121.93248,"ER","F180299070","E10_F180299070",2018-01-29 07:19:24,4
"1080","20180129071929PS","E10",37.32337,-121.93226,"ER","F180299070","E10_F180299070",2018-01-29 07:19:29,5
"1081","20180129071933PS","E10",37.32337,-121.93223,"ER","F180299070","E10_F180299070",2018-01-29 07:19:33,4
"1082","20180129071937PS","E10",37.32337,-121.93223,"ER","F180299070","E10_F180299070",2018-01-29 07:19:37,4
"1083","20180129071941PS","E10",37.32337,-121.93224,"ER","F180299070","E10_F180299070",2018-01-29 07:19:41,4
"1084","20180129071945PS","E10",37.32337,-121.93224,"ER","F180299070","E10_F180299070",2018-01-29 07:19:45,4
"1085","20180129071949PS","E10",37.32337,-121.9322,"ER","F180299070","E10_F180299070",2018-01-29 07:19:49,4
"1086","20180129071953PS","E10",37.32341,-121.93198,"ER","F180299070","E10_F180299070",2018-01-29 07:19:53,4
