"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"24766","20180201132418PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:18,0
"24767","20180201132423PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:23,5
"24768","20180201132432PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:32,9
"24769","20180201132436PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:36,4
"24770","20180201132441PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:41,5
"24771","20180201132445PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:45,4
"24772","20180201132450PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:50,5
"24773","20180201132454PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:54,4
"24774","20180201132459PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:24:59,5
"24775","20180201132503PS","U34B",37.36049,-121.86763,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:03,4
"24776","20180201132508PS","U34B",37.36049,-121.86764,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:08,5
"24777","20180201132512PS","U34B",37.36051,-121.86768,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:12,4
"24778","20180201132517PS","U34B",37.36059,-121.86774,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:17,5
"24779","20180201132521PS","U34B",37.36067,-121.86777,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:21,4
"24780","20180201132526PS","U34B",37.36084,-121.86761,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:26,5
"24781","20180201132530PS","U34B",37.36101,-121.86744,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:30,4
"24782","20180201132535PS","U34B",37.36127,-121.86762,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:35,5
"24783","20180201132539PS","U34B",37.36158,-121.86794,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:39,4
"24784","20180201132545PS","U34B",37.36222,-121.86858,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:45,6
"24785","20180201132551PS","U34B",37.36289,-121.86923,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:51,6
"24786","20180201132557PS","U34B",37.36352,-121.86989,"ER","F180329157","U34B_F180329157",2018-02-01 13:25:57,6
"24787","20180201132603PS","U34B",37.3641,-121.8705,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:03,6
"24788","20180201132609PS","U34B",37.36469,-121.87104,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:09,6
"24789","20180201132616PS","U34B",37.3652,-121.87161,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:16,7
"24790","20180201132621PS","U34B",37.36528,-121.87193,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:21,5
"24791","20180201132628PS","U34B",37.36486,-121.87254,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:28,7
"24792","20180201132634PS","U34B",37.36431,-121.87334,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:34,6
"24793","20180201132640PS","U34B",37.36362,-121.87431,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:40,6
"24794","20180201132647PS","U34B",37.36295,-121.87534,"ER","F180329157","U34B_F180329157",2018-02-01 13:26:47,7
