"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"9186","20180624202112PD","E27",37.23265,-121.77176,"ER","F181759209","E27_F181759209",2018-06-24 20:21:12,0
"9187","20180624202118PD","E27",37.23259,-121.77178,"ER","F181759209","E27_F181759209",2018-06-24 20:21:18,6
"9188","20180624202122PD","E27",37.23252,-121.77184,"ER","F181759209","E27_F181759209",2018-06-24 20:21:22,4
"9189","20180624202127PD","E27",37.23249,-121.77197,"ER","F181759209","E27_F181759209",2018-06-24 20:21:27,5
"9190","20180624202133PD","E27",37.23251,-121.77222,"ER","F181759209","E27_F181759209",2018-06-24 20:21:33,6
"9191","20180624202137PD","E27",37.23216,-121.77246,"ER","F181759209","E27_F181759209",2018-06-24 20:21:37,4
"9192","20180624202140PD","E27",37.2318,-121.77261,"ER","F181759209","E27_F181759209",2018-06-24 20:21:40,3
"9193","20180624202143PD","E27",37.23141,-121.77285,"ER","F181759209","E27_F181759209",2018-06-24 20:21:43,3
"9194","20180624202146PD","E27",37.23114,-121.77307,"ER","F181759209","E27_F181759209",2018-06-24 20:21:46,3
"9195","20180624202147PD","E27",37.23088,-121.77331,"ER","F181759209","E27_F181759209",2018-06-24 20:21:47,1
"9196","20180624202149PD","E27",37.23061,-121.77356,"ER","F181759209","E27_F181759209",2018-06-24 20:21:49,2
"9197","20180624202152PD","E27",37.23036,-121.7738,"ER","F181759209","E27_F181759209",2018-06-24 20:21:52,3
"9198","20180624202155PD","E27",37.23006,-121.7741,"ER","F181759209","E27_F181759209",2018-06-24 20:21:55,3
"9199","20180624202158PD","E27",37.22991,-121.77435,"ER","F181759209","E27_F181759209",2018-06-24 20:21:58,3
"9200","20180624202202PD","E27",37.23006,-121.77469,"ER","F181759209","E27_F181759209",2018-06-24 20:22:02,4
"9201","20180624202205PD","E27",37.23024,-121.77508,"ER","F181759209","E27_F181759209",2018-06-24 20:22:05,3
"9202","20180624202208PD","E27",37.23042,-121.77554,"ER","F181759209","E27_F181759209",2018-06-24 20:22:08,3
"9203","20180624202211PD","E27",37.23066,-121.776,"ER","F181759209","E27_F181759209",2018-06-24 20:22:11,3
"9204","20180624202214PD","E27",37.23093,-121.77644,"ER","F181759209","E27_F181759209",2018-06-24 20:22:14,3
"9205","20180624202217PD","E27",37.23122,-121.77691,"ER","F181759209","E27_F181759209",2018-06-24 20:22:17,3
"9206","20180624202219PD","E27",37.23142,-121.77722,"ER","F181759209","E27_F181759209",2018-06-24 20:22:19,2
"9207","20180624202223PD","E27",37.2317,-121.77769,"ER","F181759209","E27_F181759209",2018-06-24 20:22:23,4
"9208","20180624202224PD","E27",37.2319,-121.778,"ER","F181759209","E27_F181759209",2018-06-24 20:22:24,1
"9209","20180624202227PD","E27",37.23218,-121.77847,"ER","F181759209","E27_F181759209",2018-06-24 20:22:27,3
"9210","20180624202230PD","E27",37.23244,-121.77892,"ER","F181759209","E27_F181759209",2018-06-24 20:22:30,3
"9211","20180624202233PD","E27",37.23269,-121.77932,"ER","F181759209","E27_F181759209",2018-06-24 20:22:33,3
"9212","20180624202237PD","E27",37.23291,-121.77969,"ER","F181759209","E27_F181759209",2018-06-24 20:22:37,4
"9213","20180624202241PD","E27",37.23315,-121.78008,"ER","F181759209","E27_F181759209",2018-06-24 20:22:41,4
"9214","20180624202244PD","E27",37.23339,-121.78049,"ER","F181759209","E27_F181759209",2018-06-24 20:22:44,3
"9215","20180624202248PD","E27",37.23367,-121.78096,"ER","F181759209","E27_F181759209",2018-06-24 20:22:48,4
"9216","20180624202249PD","E27",37.23387,-121.7813,"ER","F181759209","E27_F181759209",2018-06-24 20:22:49,1
"9217","20180624202251PD","E27",37.23407,-121.78164,"ER","F181759209","E27_F181759209",2018-06-24 20:22:51,2
"9218","20180624202253PD","E27",37.23428,-121.78199,"ER","F181759209","E27_F181759209",2018-06-24 20:22:53,2
"9219","20180624202255PD","E27",37.23449,-121.78233,"ER","F181759209","E27_F181759209",2018-06-24 20:22:55,2
"9220","20180624202257PD","E27",37.23469,-121.78267,"ER","F181759209","E27_F181759209",2018-06-24 20:22:57,2
"9221","20180624202259PD","E27",37.23489,-121.783,"ER","F181759209","E27_F181759209",2018-06-24 20:22:59,2
"9222","20180624202301PD","E27",37.23509,-121.78334,"ER","F181759209","E27_F181759209",2018-06-24 20:23:01,2
"9223","20180624202303PD","E27",37.23529,-121.78366,"ER","F181759209","E27_F181759209",2018-06-24 20:23:03,2
"9224","20180624202305PD","E27",37.23548,-121.78399,"ER","F181759209","E27_F181759209",2018-06-24 20:23:05,2
"9225","20180624202308PD","E27",37.23568,-121.78432,"ER","F181759209","E27_F181759209",2018-06-24 20:23:08,3
"9226","20180624202309PD","E27",37.23588,-121.78465,"ER","F181759209","E27_F181759209",2018-06-24 20:23:09,1
"9227","20180624202311PD","E27",37.23608,-121.78499,"ER","F181759209","E27_F181759209",2018-06-24 20:23:11,2
"9228","20180624202313PD","E27",37.23628,-121.78533,"ER","F181759209","E27_F181759209",2018-06-24 20:23:13,2
"9229","20180624202315PD","E27",37.23649,-121.78566,"ER","F181759209","E27_F181759209",2018-06-24 20:23:15,2
"9230","20180624202317PD","E27",37.23669,-121.78599,"ER","F181759209","E27_F181759209",2018-06-24 20:23:17,2
"9231","20180624202319PD","E27",37.23688,-121.78632,"ER","F181759209","E27_F181759209",2018-06-24 20:23:19,2
"9232","20180624202321PD","E27",37.23707,-121.78665,"ER","F181759209","E27_F181759209",2018-06-24 20:23:21,2
"9233","20180624202323PD","E27",37.23726,-121.78697,"ER","F181759209","E27_F181759209",2018-06-24 20:23:23,2
"9234","20180624202325PD","E27",37.23745,-121.78729,"ER","F181759209","E27_F181759209",2018-06-24 20:23:25,2
"9235","20180624202328PD","E27",37.2377,-121.78773,"ER","F181759209","E27_F181759209",2018-06-24 20:23:28,3
"9236","20180624202332PD","E27",37.23792,-121.78811,"ER","F181759209","E27_F181759209",2018-06-24 20:23:32,4
"9237","20180624202338PD","E27",37.23787,-121.78837,"ER","F181759209","E27_F181759209",2018-06-24 20:23:38,6
"9238","20180624202342PD","E27",37.2376,-121.78856,"ER","F181759209","E27_F181759209",2018-06-24 20:23:42,4
"9239","20180624202346PD","E27",37.2373,-121.78871,"ER","F181759209","E27_F181759209",2018-06-24 20:23:46,4
"9240","20180624202350PD","E27",37.237,-121.78885,"ER","F181759209","E27_F181759209",2018-06-24 20:23:50,4
"9241","20180624204710PD","E27",37.23612,-121.78923,"AR","F181759209","E27_F181759209",2018-06-24 20:47:10,1400
