"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"5654","20180310121052PS","E19",37.39945,-121.84744,"ER","F180699119","E19_F180699119",2018-03-10 12:10:52,0
"5655","20180310121057PS","E19",37.3995,-121.84747,"ER","F180699119","E19_F180699119",2018-03-10 12:10:57,5
"5656","20180310121101PS","E19",37.39953,-121.84745,"ER","F180699119","E19_F180699119",2018-03-10 12:11:01,4
"5657","20180310121106PS","E19",37.39953,-121.84742,"ER","F180699119","E19_F180699119",2018-03-10 12:11:06,5
"5658","20180310121110PS","E19",37.39952,-121.84741,"ER","F180699119","E19_F180699119",2018-03-10 12:11:10,4
"5659","20180310121115PS","E19",37.39959,-121.84739,"ER","F180699119","E19_F180699119",2018-03-10 12:11:15,5
"5660","20180310121119PS","E19",37.39966,-121.84721,"ER","F180699119","E19_F180699119",2018-03-10 12:11:19,4
"5661","20180310121124PS","E19",37.39944,-121.84688,"ER","F180699119","E19_F180699119",2018-03-10 12:11:24,5
"5662","20180310121128PS","E19",37.39908,-121.84667,"ER","F180699119","E19_F180699119",2018-03-10 12:11:28,4
"5663","20180310121131PS","E19",37.39873,-121.84649,"ER","F180699119","E19_F180699119",2018-03-10 12:11:31,3
"5664","20180310121134PS","E19",37.39834,-121.84629,"ER","F180699119","E19_F180699119",2018-03-10 12:11:34,3
"5665","20180310121137PS","E19",37.39792,-121.84608,"ER","F180699119","E19_F180699119",2018-03-10 12:11:37,3
"5666","20180310121140PS","E19",37.39752,-121.84586,"ER","F180699119","E19_F180699119",2018-03-10 12:11:40,3
"5667","20180310121143PS","E19",37.39709,-121.84565,"ER","F180699119","E19_F180699119",2018-03-10 12:11:43,3
"5668","20180310121145PS","E19",37.3968,-121.84551,"ER","F180699119","E19_F180699119",2018-03-10 12:11:45,2
"5669","20180310121147PS","E19",37.39649,-121.84537,"ER","F180699119","E19_F180699119",2018-03-10 12:11:47,2
"5670","20180310121149PS","E19",37.39618,-121.84521,"ER","F180699119","E19_F180699119",2018-03-10 12:11:49,2
"5671","20180310121151PS","E19",37.39587,-121.84505,"ER","F180699119","E19_F180699119",2018-03-10 12:11:51,2
"5672","20180310121153PS","E19",37.39555,-121.84489,"ER","F180699119","E19_F180699119",2018-03-10 12:11:53,2
"5673","20180310121155PS","E19",37.39522,-121.84474,"ER","F180699119","E19_F180699119",2018-03-10 12:11:55,2
"5674","20180310121157PS","E19",37.39489,-121.84458,"ER","F180699119","E19_F180699119",2018-03-10 12:11:57,2
"5675","20180310121159PS","E19",37.39456,-121.84443,"ER","F180699119","E19_F180699119",2018-03-10 12:11:59,2
"5676","20180310121201PS","E19",37.39424,-121.84426,"ER","F180699119","E19_F180699119",2018-03-10 12:12:01,2
"5677","20180310121203PS","E19",37.39394,-121.84411,"ER","F180699119","E19_F180699119",2018-03-10 12:12:03,2
"5678","20180310121206PS","E19",37.39355,-121.84391,"ER","F180699119","E19_F180699119",2018-03-10 12:12:06,3
"5679","20180310121209PS","E19",37.39318,-121.84374,"ER","F180699119","E19_F180699119",2018-03-10 12:12:09,3
"5680","20180310121212PS","E19",37.39282,-121.84356,"ER","F180699119","E19_F180699119",2018-03-10 12:12:12,3
"5681","20180310121215PS","E19",37.39244,-121.84336,"ER","F180699119","E19_F180699119",2018-03-10 12:12:15,3
"5682","20180310121218PS","E19",37.39205,-121.84315,"ER","F180699119","E19_F180699119",2018-03-10 12:12:18,3
"5683","20180310121221PS","E19",37.39164,-121.84294,"ER","F180699119","E19_F180699119",2018-03-10 12:12:21,3
"5684","20180310121224PS","E19",37.39122,-121.84274,"ER","F180699119","E19_F180699119",2018-03-10 12:12:24,3
"5685","20180310121227PS","E19",37.39086,-121.84254,"ER","F180699119","E19_F180699119",2018-03-10 12:12:27,3
"5686","20180310121231PS","E19",37.39056,-121.84237,"ER","F180699119","E19_F180699119",2018-03-10 12:12:31,4
"5687","20180310121236PS","E19",37.39043,-121.84213,"ER","F180699119","E19_F180699119",2018-03-10 12:12:36,5
"5688","20180310121240PS","E19",37.39053,-121.84169,"ER","F180699119","E19_F180699119",2018-03-10 12:12:40,4
"5689","20180310121243PS","E19",37.39064,-121.84123,"ER","F180699119","E19_F180699119",2018-03-10 12:12:43,3
"5690","20180310121246PS","E19",37.39082,-121.84069,"ER","F180699119","E19_F180699119",2018-03-10 12:12:46,3
"5691","20180310121249PS","E19",37.39103,-121.84016,"ER","F180699119","E19_F180699119",2018-03-10 12:12:49,3
"5692","20180310121252PS","E19",37.39119,-121.83962,"ER","F180699119","E19_F180699119",2018-03-10 12:12:52,3
"5693","20180310121255PS","E19",37.3913,-121.83906,"ER","F180699119","E19_F180699119",2018-03-10 12:12:55,3
"5694","20180310121258PS","E19",37.3914,-121.83848,"ER","F180699119","E19_F180699119",2018-03-10 12:12:58,3
"5695","20180310121301PS","E19",37.3915,-121.83794,"ER","F180699119","E19_F180699119",2018-03-10 12:13:01,3
"5696","20180310121304PS","E19",37.39155,-121.83743,"ER","F180699119","E19_F180699119",2018-03-10 12:13:04,3
"5697","20180310121307PS","E19",37.39156,-121.83691,"ER","F180699119","E19_F180699119",2018-03-10 12:13:07,3
"5698","20180310121310PS","E19",37.39164,-121.83644,"ER","F180699119","E19_F180699119",2018-03-10 12:13:10,3
"5699","20180310121313PS","E19",37.3918,-121.83597,"ER","F180699119","E19_F180699119",2018-03-10 12:13:13,3
"5700","20180310121316PS","E19",37.39195,-121.83552,"ER","F180699119","E19_F180699119",2018-03-10 12:13:16,3
"5701","20180310121319PS","E19",37.39214,-121.83509,"ER","F180699119","E19_F180699119",2018-03-10 12:13:19,3
"5702","20180310121322PS","E19",37.39237,-121.83472,"ER","F180699119","E19_F180699119",2018-03-10 12:13:22,3
"5703","20180310121326PS","E19",37.39253,-121.83429,"ER","F180699119","E19_F180699119",2018-03-10 12:13:26,4
"5704","20180310121330PS","E19",37.39261,-121.83385,"ER","F180699119","E19_F180699119",2018-03-10 12:13:30,4
"5705","20180310121334PS","E19",37.39274,-121.83338,"ER","F180699119","E19_F180699119",2018-03-10 12:13:34,4
"5706","20180310121338PS","E19",37.39298,-121.83298,"ER","F180699119","E19_F180699119",2018-03-10 12:13:38,4
