"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"15693","20180402082524PD","T1",37.33855,-121.89501,"ER","F180929057","T1_F180929057",2018-04-02 08:25:24,0
"15694","20180402082533PD","T1",37.33855,-121.89501,"ER","F180929057","T1_F180929057",2018-04-02 08:25:33,9
"15695","20180402082537PD","T1",37.33855,-121.89501,"ER","F180929057","T1_F180929057",2018-04-02 08:25:37,4
"15696","20180402082542PD","T1",37.33855,-121.895,"ER","F180929057","T1_F180929057",2018-04-02 08:25:42,5
"15697","20180402082547PD","T1",37.3386,-121.89496,"ER","F180929057","T1_F180929057",2018-04-02 08:25:47,5
"15698","20180402082552PD","T1",37.33865,-121.89489,"ER","F180929057","T1_F180929057",2018-04-02 08:25:52,5
"15699","20180402082556PD","T1",37.33867,-121.89484,"ER","F180929057","T1_F180929057",2018-04-02 08:25:56,4
"15700","20180402082601PD","T1",37.3387,-121.89474,"ER","F180929057","T1_F180929057",2018-04-02 08:26:01,5
"15701","20180402082605PD","T1",37.33872,-121.89467,"ER","F180929057","T1_F180929057",2018-04-02 08:26:05,4
"15702","20180402082610PD","T1",37.3387,-121.89458,"ER","F180929057","T1_F180929057",2018-04-02 08:26:10,5
"15703","20180402082614PD","T1",37.33861,-121.89447,"ER","F180929057","T1_F180929057",2018-04-02 08:26:14,4
"15704","20180402082619PD","T1",37.3385,-121.89429,"ER","F180929057","T1_F180929057",2018-04-02 08:26:19,5
"15705","20180402082623PD","T1",37.33837,-121.8943,"ER","F180929057","T1_F180929057",2018-04-02 08:26:23,4
"15706","20180402082628PD","T1",37.33827,-121.89454,"ER","F180929057","T1_F180929057",2018-04-02 08:26:28,5
"15707","20180402082632PD","T1",37.33811,-121.89488,"ER","F180929057","T1_F180929057",2018-04-02 08:26:32,4
"15708","20180402082636PD","T1",37.33791,-121.89527,"ER","F180929057","T1_F180929057",2018-04-02 08:26:36,4
"15709","20180402082645PD","T1",37.33757,-121.89608,"ER","F180929057","T1_F180929057",2018-04-02 08:26:45,9
"15710","20180402082649PD","T1",37.33749,-121.89642,"ER","F180929057","T1_F180929057",2018-04-02 08:26:49,4
"15711","20180402082654PD","T1",37.3374,-121.89687,"ER","F180929057","T1_F180929057",2018-04-02 08:26:54,5
"15712","20180402082658PD","T1",37.33725,-121.89728,"ER","F180929057","T1_F180929057",2018-04-02 08:26:58,4
"15713","20180402082704PD","T1",37.33691,-121.898,"ER","F180929057","T1_F180929057",2018-04-02 08:27:04,6
"15714","20180402082713PD","T1",37.33654,-121.89885,"ER","F180929057","T1_F180929057",2018-04-02 08:27:13,9
"15715","20180402082720PD","T1",37.33626,-121.89978,"ER","F180929057","T1_F180929057",2018-04-02 08:27:20,7
"15716","20180402082726PD","T1",37.33609,-121.90065,"ER","F180929057","T1_F180929057",2018-04-02 08:27:26,6
"15717","20180402082732PD","T1",37.33597,-121.90149,"ER","F180929057","T1_F180929057",2018-04-02 08:27:32,6
"15718","20180402082738PD","T1",37.33583,-121.90239,"ER","F180929057","T1_F180929057",2018-04-02 08:27:38,6
"15719","20180402082745PD","T1",37.33557,-121.90323,"ER","F180929057","T1_F180929057",2018-04-02 08:27:45,7
"15720","20180402082750PD","T1",37.33538,-121.90349,"ER","F180929057","T1_F180929057",2018-04-02 08:27:50,5
"15721","20180402082754PD","T1",37.33523,-121.90332,"ER","F180929057","T1_F180929057",2018-04-02 08:27:54,4
"15722","20180402083254PD","T1",37.335,-121.90297,"AR","F180929057","T1_F180929057",2018-04-02 08:32:54,300
