"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"28398","20180531060500PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:00,0
"28399","20180531060504PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:04,4
"28400","20180531060509PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:09,5
"28401","20180531060514PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:14,5
"28402","20180531060519PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:19,5
"28403","20180531060524PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:24,5
"28404","20180531060529PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:29,5
"28405","20180531060534PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:34,5
"28406","20180531060539PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:39,5
"28407","20180531060545PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:45,6
"28408","20180531060549PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:49,4
"28409","20180531060554PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:54,5
"28410","20180531060559PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:05:59,5
"28411","20180531060605PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:06:05,6
"28412","20180531060609PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:06:09,4
"28413","20180531060614PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:06:14,5
"28414","20180531060619PD","MED30",37.32524,-121.89552,"ER","F181519049","MED30_F181519049",2018-05-31 06:06:19,5
