"","date_time","veh_id","lat","lon","status","inc_id","full_id","dt","time_diff"
"16521","20180503160116PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:16,0
"16522","20180503160121PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:21,5
"16523","20180503160125PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:25,4
"16524","20180503160129PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:29,4
"16525","20180503160137PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:37,8
"16526","20180503160141PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:41,4
"16527","20180503160146PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:46,5
"16528","20180503160149PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:49,3
"16529","20180503160153PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:53,4
"16530","20180503160157PD","T30",37.32521,-121.89566,"ER","F181239188","T30_F181239188",2018-05-03 16:01:57,4
"16531","20180503160201PD","T30",37.32523,-121.89565,"ER","F181239188","T30_F181239188",2018-05-03 16:02:01,4
"16532","20180503160205PD","T30",37.32529,-121.89568,"ER","F181239188","T30_F181239188",2018-05-03 16:02:05,4
"16533","20180503160213PD","T30",37.32539,-121.89571,"ER","F181239188","T30_F181239188",2018-05-03 16:02:13,8
"16534","20180503160218PD","T30",37.32545,-121.89558,"ER","F181239188","T30_F181239188",2018-05-03 16:02:18,5
"16535","20180503160221PD","T30",37.32558,-121.89533,"ER","F181239188","T30_F181239188",2018-05-03 16:02:21,3
"16536","20180503160225PD","T30",37.32577,-121.89499,"ER","F181239188","T30_F181239188",2018-05-03 16:02:25,4
"16537","20180503160229PD","T30",37.32592,-121.8947,"ER","F181239188","T30_F181239188",2018-05-03 16:02:29,4
"16538","20180503160233PD","T30",37.32596,-121.89457,"ER","F181239188","T30_F181239188",2018-05-03 16:02:33,4
"16539","20180503160237PD","T30",37.3259,-121.89441,"ER","F181239188","T30_F181239188",2018-05-03 16:02:37,4
"16540","20180503160241PD","T30",37.32574,-121.89414,"ER","F181239188","T30_F181239188",2018-05-03 16:02:41,4
"16541","20180503160245PD","T30",37.32551,-121.8938,"ER","F181239188","T30_F181239188",2018-05-03 16:02:45,4
"16542","20180503160251PD","T30",37.32496,-121.89331,"ER","F181239188","T30_F181239188",2018-05-03 16:02:51,6
"16543","20180503160257PD","T30",37.32437,-121.89287,"ER","F181239188","T30_F181239188",2018-05-03 16:02:57,6
"16544","20180503160301PD","T30",37.3241,-121.89267,"ER","F181239188","T30_F181239188",2018-05-03 16:03:01,4
"16545","20180503160305PD","T30",37.32394,-121.89254,"ER","F181239188","T30_F181239188",2018-05-03 16:03:05,4
"16546","20180503160309PD","T30",37.32379,-121.89242,"ER","F181239188","T30_F181239188",2018-05-03 16:03:09,4
"16547","20180503160313PD","T30",37.3235,-121.89217,"ER","F181239188","T30_F181239188",2018-05-03 16:03:13,4
"16548","20180503160320PD","T30",37.32284,-121.89177,"ER","F181239188","T30_F181239188",2018-05-03 16:03:20,7
"16549","20180503160327PD","T30",37.32225,-121.89139,"ER","F181239188","T30_F181239188",2018-05-03 16:03:27,7
"16550","20180503160332PD","T30",37.32155,-121.89105,"ER","F181239188","T30_F181239188",2018-05-03 16:03:32,5
"16551","20180503160338PD","T30",37.32083,-121.89078,"ER","F181239188","T30_F181239188",2018-05-03 16:03:38,6
"16552","20180503160345PD","T30",37.32011,-121.89054,"ER","F181239188","T30_F181239188",2018-05-03 16:03:45,7
"16553","20180503160349PD","T30",37.31978,-121.89044,"ER","F181239188","T30_F181239188",2018-05-03 16:03:49,4
"16554","20180503160353PD","T30",37.31948,-121.89034,"ER","F181239188","T30_F181239188",2018-05-03 16:03:53,4
"16555","20180503160357PD","T30",37.31911,-121.89023,"ER","F181239188","T30_F181239188",2018-05-03 16:03:57,4
"16556","20180503160401PD","T30",37.31872,-121.89011,"ER","F181239188","T30_F181239188",2018-05-03 16:04:01,4
"16557","20180503160407PD","T30",37.31807,-121.88992,"ER","F181239188","T30_F181239188",2018-05-03 16:04:07,6
"16558","20180503160413PD","T30",37.31743,-121.88971,"ER","F181239188","T30_F181239188",2018-05-03 16:04:13,6
"16559","20180503160419PD","T30",37.31681,-121.88943,"ER","F181239188","T30_F181239188",2018-05-03 16:04:19,6
"16560","20180503160423PD","T30",37.31644,-121.88922,"ER","F181239188","T30_F181239188",2018-05-03 16:04:23,4
"16561","20180503160427PD","T30",37.31609,-121.889,"ER","F181239188","T30_F181239188",2018-05-03 16:04:27,4
"16562","20180503160432PD","T30",37.3158,-121.88879,"ER","F181239188","T30_F181239188",2018-05-03 16:04:32,5
"16563","20180503160435PD","T30",37.31556,-121.88861,"ER","F181239188","T30_F181239188",2018-05-03 16:04:35,3
"16564","20180503160439PD","T30",37.31532,-121.88841,"ER","F181239188","T30_F181239188",2018-05-03 16:04:39,4
"16565","20180503160444PD","T30",37.31515,-121.88826,"ER","F181239188","T30_F181239188",2018-05-03 16:04:44,5
"16566","20180503160447PD","T30",37.31504,-121.88816,"ER","F181239188","T30_F181239188",2018-05-03 16:04:47,3
"16567","20180503160452PD","T30",37.31499,-121.88811,"ER","F181239188","T30_F181239188",2018-05-03 16:04:52,5
"16568","20180503160455PD","T30",37.31498,-121.8881,"ER","F181239188","T30_F181239188",2018-05-03 16:04:55,3
"16569","20180503160503PD","T30",37.31465,-121.88778,"ER","F181239188","T30_F181239188",2018-05-03 16:05:03,8
"16570","20180503160507PD","T30",37.31434,-121.88747,"ER","F181239188","T30_F181239188",2018-05-03 16:05:07,4
"16571","20180503160513PD","T30",37.31382,-121.88694,"ER","F181239188","T30_F181239188",2018-05-03 16:05:13,6
"16572","20180503160517PD","T30",37.3135,-121.88661,"ER","F181239188","T30_F181239188",2018-05-03 16:05:17,4
"16573","20180503160521PD","T30",37.31325,-121.88633,"ER","F181239188","T30_F181239188",2018-05-03 16:05:21,4
"16574","20180503160525PD","T30",37.31306,-121.88608,"ER","F181239188","T30_F181239188",2018-05-03 16:05:25,4
"16575","20180503160533PD","T30",37.31254,-121.88549,"ER","F181239188","T30_F181239188",2018-05-03 16:05:33,8
"16576","20180503160539PD","T30",37.31191,-121.88497,"ER","F181239188","T30_F181239188",2018-05-03 16:05:39,6
"16577","20180503160546PD","T30",37.31113,-121.88437,"ER","F181239188","T30_F181239188",2018-05-03 16:05:46,7
"16578","20180503160551PD","T30",37.3103,-121.8837,"ER","F181239188","T30_F181239188",2018-05-03 16:05:51,5
"16579","20180503160555PD","T30",37.30971,-121.88325,"ER","F181239188","T30_F181239188",2018-05-03 16:05:55,4
"16580","20180503160559PD","T30",37.3091,-121.88276,"ER","F181239188","T30_F181239188",2018-05-03 16:05:59,4
"16581","20180503160603PD","T30",37.30846,-121.88226,"ER","F181239188","T30_F181239188",2018-05-03 16:06:03,4
"16582","20180503160607PD","T30",37.30782,-121.88176,"ER","F181239188","T30_F181239188",2018-05-03 16:06:07,4
"16583","20180503160611PD","T30",37.30717,-121.88125,"ER","F181239188","T30_F181239188",2018-05-03 16:06:11,4
"16584","20180503160615PD","T30",37.3065,-121.88072,"ER","F181239188","T30_F181239188",2018-05-03 16:06:15,4
"16585","20180503160620PD","T30",37.3058,-121.88017,"ER","F181239188","T30_F181239188",2018-05-03 16:06:20,5
"16586","20180503160625PD","T30",37.30469,-121.87929,"ER","F181239188","T30_F181239188",2018-05-03 16:06:25,5
"16587","20180503160629PD","T30",37.30393,-121.87869,"ER","F181239188","T30_F181239188",2018-05-03 16:06:29,4
"16588","20180503160633PD","T30",37.30318,-121.87811,"ER","F181239188","T30_F181239188",2018-05-03 16:06:33,4
"16589","20180503160637PD","T30",37.30239,-121.87749,"ER","F181239188","T30_F181239188",2018-05-03 16:06:37,4
"16590","20180503160641PD","T30",37.30158,-121.87685,"ER","F181239188","T30_F181239188",2018-05-03 16:06:41,4
"16591","20180503160645PD","T30",37.30077,-121.87622,"ER","F181239188","T30_F181239188",2018-05-03 16:06:45,4
"16592","20180503160650PD","T30",37.30003,-121.87566,"ER","F181239188","T30_F181239188",2018-05-03 16:06:50,5
"16593","20180503160655PD","T30",37.2989,-121.875,"ER","F181239188","T30_F181239188",2018-05-03 16:06:55,5
"16594","20180503160659PD","T30",37.29811,-121.87464,"ER","F181239188","T30_F181239188",2018-05-03 16:06:59,4
"16595","20180503160705PD","T30",37.29694,-121.87427,"ER","F181239188","T30_F181239188",2018-05-03 16:07:05,6
"16596","20180503160709PD","T30",37.29621,-121.8741,"ER","F181239188","T30_F181239188",2018-05-03 16:07:09,4
"16597","20180503160715PD","T30",37.29515,-121.87418,"ER","F181239188","T30_F181239188",2018-05-03 16:07:15,6
"16598","20180503160721PD","T30",37.29437,-121.87427,"ER","F181239188","T30_F181239188",2018-05-03 16:07:21,6
"16599","20180503160725PD","T30",37.29411,-121.87419,"ER","F181239188","T30_F181239188",2018-05-03 16:07:25,4
"16600","20180503160729PD","T30",37.29393,-121.87408,"ER","F181239188","T30_F181239188",2018-05-03 16:07:29,4
"16601","20180503160733PD","T30",37.29382,-121.87394,"ER","F181239188","T30_F181239188",2018-05-03 16:07:33,4
"16602","20180503160737PD","T30",37.2938,-121.8739,"ER","F181239188","T30_F181239188",2018-05-03 16:07:37,4
"16603","20180503160741PD","T30",37.2938,-121.87389,"ER","F181239188","T30_F181239188",2018-05-03 16:07:41,4
"16604","20180503160746PD","T30",37.29377,-121.87383,"ER","F181239188","T30_F181239188",2018-05-03 16:07:46,5
"16605","20180503160749PD","T30",37.29373,-121.87375,"ER","F181239188","T30_F181239188",2018-05-03 16:07:49,3
"16606","20180503160753PD","T30",37.29372,-121.87365,"ER","F181239188","T30_F181239188",2018-05-03 16:07:53,4
"16607","20180503160758PD","T30",37.29378,-121.87345,"ER","F181239188","T30_F181239188",2018-05-03 16:07:58,5
