datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20181025195640PD,10600,B1,+37.33866,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195645PD,10605,B1,+37.33866,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195650PD,10610,B1,+37.33866,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195655PD,10615,B1,+37.33866,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195700PD,10620,B1,+37.33865,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195705PD,10625,B1,+37.33865,-121.89473,ER,F182989229,2018-10-25,2018-10-25
20181025195710PD,10630,B1,+37.33865,-121.89474,ER,F182989229,2018-10-25,2018-10-25
20181025195715PD,10635,B1,+37.33865,-121.89474,ER,F182989229,2018-10-25,2018-10-25
20181025195720PD,10640,B1,+37.33865,-121.89474,ER,F182989229,2018-10-25,2018-10-25
20181025195725PD,10645,B1,+37.33865,-121.89474,ER,F182989229,2018-10-25,2018-10-25
20181025195730PD,10650,B1,+37.33865,-121.89474,ER,F182989229,2018-10-25,2018-10-25
20181025195735PD,10655,B1,+37.33868,-121.89471,ER,F182989229,2018-10-25,2018-10-25
20181025195740PD,10660,B1,+37.33869,-121.89467,ER,F182989229,2018-10-25,2018-10-25
20181025195745PD,10665,B1,+37.33870,-121.89462,ER,F182989229,2018-10-25,2018-10-25
20181025195750PD,10670,B1,+37.33855,-121.89444,ER,F182989229,2018-10-25,2018-10-25
20181025195754PD,10674,B1,+37.33820,-121.89420,ER,F182989229,2018-10-25,2018-10-25
20181025195757PD,10677,B1,+37.33788,-121.89396,ER,F182989229,2018-10-25,2018-10-25
20181025195800PD,10680,B1,+37.33759,-121.89372,ER,F182989229,2018-10-25,2018-10-25
20181025195806PD,10685,B1,+37.33728,-121.89353,ER,F182989229,2018-10-25,2018-10-25
20181025195810PD,10690,B1,+37.33713,-121.89342,ER,F182989229,2018-10-25,2018-10-25
20181025195814PD,10694,B1,+37.33681,-121.89314,ER,F182989229,2018-10-25,2018-10-25
20181025195817PD,10697,B1,+37.33646,-121.89287,ER,F182989229,2018-10-25,2018-10-25
20181025195820PD,10700,B1,+37.33610,-121.89259,ER,F182989229,2018-10-25,2018-10-25
20181025195823PD,10703,B1,+37.33576,-121.89234,ER,F182989229,2018-10-25,2018-10-25
20181025195828PD,10707,B1,+37.33551,-121.89217,ER,F182989229,2018-10-25,2018-10-25
20181025195833PD,10712,B1,+37.33535,-121.89203,ER,F182989229,2018-10-25,2018-10-25
20181025195836PD,10716,B1,+37.33499,-121.89177,ER,F182989229,2018-10-25,2018-10-25
20181025195840PD,10720,B1,+37.33465,-121.89152,ER,F182989229,2018-10-25,2018-10-25
20181025195844PD,10724,B1,+37.33440,-121.89130,ER,F182989229,2018-10-25,2018-10-25
20181025195847PD,10727,B1,+37.33409,-121.89107,ER,F182989229,2018-10-25,2018-10-25
20181025195851PD,10731,B1,+37.33377,-121.89081,ER,F182989229,2018-10-25,2018-10-25
20181025195855PD,10735,B1,+37.33350,-121.89062,ER,F182989229,2018-10-25,2018-10-25
20181025195859PD,10739,B1,+37.33315,-121.89050,ER,F182989229,2018-10-25,2018-10-25
20181025195903PD,10743,B1,+37.33275,-121.89051,ER,F182989229,2018-10-25,2018-10-25
20181025195907PD,10747,B1,+37.33239,-121.89029,ER,F182989229,2018-10-25,2018-10-25
20181025195912PD,10751,B1,+37.33206,-121.89004,ER,F182989229,2018-10-25,2018-10-25
20181025195915PD,10755,B1,+37.33184,-121.88987,ER,F182989229,2018-10-25,2018-10-25
20181025195921PD,10760,B1,+37.33171,-121.88978,ER,F182989229,2018-10-25,2018-10-25
20181025195925PD,10765,B1,+37.33165,-121.88974,ER,F182989229,2018-10-25,2018-10-25
20181025195930PD,10770,B1,+37.33151,-121.88962,ER,F182989229,2018-10-25,2018-10-25
20181025195935PD,10775,B1,+37.33134,-121.88948,ER,F182989229,2018-10-25,2018-10-25
20181025195940PD,10780,B1,+37.33120,-121.88925,ER,F182989229,2018-10-25,2018-10-25
20181025195944PD,10784,B1,+37.33108,-121.88884,ER,F182989229,2018-10-25,2018-10-25
20181025195949PD,10789,B1,+37.33095,-121.88860,ER,F182989229,2018-10-25,2018-10-25
20181025195954PD,10794,B1,+37.33091,-121.88854,ER,F182989229,2018-10-25,2018-10-25
20181025195959PD,10799,B1,+37.33079,-121.88838,ER,F182989229,2018-10-25,2018-10-25
20181025200003PD,10803,B1,+37.33056,-121.88809,ER,F182989229,2018-10-25,2018-10-25
20181025200006PD,10806,B1,+37.33028,-121.88777,ER,F182989229,2018-10-25,2018-10-25
20181025200009PD,10809,B1,+37.33000,-121.88743,ER,F182989229,2018-10-25,2018-10-25
20181025200012PD,10812,B1,+37.32975,-121.88710,ER,F182989229,2018-10-25,2018-10-25
20181025200017PD,10817,B1,+37.32946,-121.88683,ER,F182989229,2018-10-25,2018-10-25
20181025200020PD,10820,B1,+37.32923,-121.88656,ER,F182989229,2018-10-25,2018-10-25
20181025200024PD,10824,B1,+37.32896,-121.88623,ER,F182989229,2018-10-25,2018-10-25
20181025200028PD,10828,B1,+37.32871,-121.88592,ER,F182989229,2018-10-25,2018-10-25
20181025200031PD,10831,B1,+37.32844,-121.88557,ER,F182989229,2018-10-25,2018-10-25
20181025200034PD,10834,B1,+37.32811,-121.88515,ER,F182989229,2018-10-25,2018-10-25
