datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180814030851PD,36531,B1,+37.33860,-121.89481,ER,F182269017,2018-08-14,2018-08-14
20180814030856PD,36536,B1,+37.33860,-121.89481,ER,F182269017,2018-08-14,2018-08-14
20180814030901PD,36541,B1,+37.33860,-121.89481,ER,F182269017,2018-08-14,2018-08-14
20180814030906PD,36546,B1,+37.33860,-121.89481,ER,F182269017,2018-08-14,2018-08-14
20180814030911PD,36551,B1,+37.33860,-121.89481,ER,F182269017,2018-08-14,2018-08-14
20180814030916PD,36556,B1,+37.33860,-121.89482,ER,F182269017,2018-08-14,2018-08-14
20180814030921PD,36561,B1,+37.33860,-121.89482,ER,F182269017,2018-08-14,2018-08-14
20180814030925PD,36565,B1,+37.33860,-121.89482,ER,F182269017,2018-08-14,2018-08-14
20180814030929PD,36569,B1,+37.33860,-121.89482,ER,F182269017,2018-08-14,2018-08-14
20180814030934PD,36574,B1,+37.33860,-121.89482,ER,F182269017,2018-08-14,2018-08-14
20180814030940PD,36579,B1,+37.33860,-121.89483,ER,F182269017,2018-08-14,2018-08-14
20180814030945PD,36584,B1,+37.33860,-121.89483,ER,F182269017,2018-08-14,2018-08-14
20180814030950PD,36589,B1,+37.33862,-121.89484,ER,F182269017,2018-08-14,2018-08-14
20180814030954PD,36594,B1,+37.33865,-121.89476,ER,F182269017,2018-08-14,2018-08-14
20180814030959PD,36599,B1,+37.33869,-121.89470,ER,F182269017,2018-08-14,2018-08-14
20180814031004PD,36604,B1,+37.33863,-121.89456,ER,F182269017,2018-08-14,2018-08-14
20180814031009PD,36609,B1,+37.33834,-121.89433,ER,F182269017,2018-08-14,2018-08-14
20180814031012PD,36612,B1,+37.33807,-121.89410,ER,F182269017,2018-08-14,2018-08-14
20180814031015PD,36615,B1,+37.33775,-121.89385,ER,F182269017,2018-08-14,2018-08-14
20180814031018PD,36618,B1,+37.33747,-121.89360,ER,F182269017,2018-08-14,2018-08-14
20180814031022PD,36622,B1,+37.33724,-121.89343,ER,F182269017,2018-08-14,2018-08-14
20180814031027PD,36627,B1,+37.33691,-121.89318,ER,F182269017,2018-08-14,2018-08-14
20180814031030PD,36630,B1,+37.33661,-121.89295,ER,F182269017,2018-08-14,2018-08-14
20180814031033PD,36633,B1,+37.33628,-121.89270,ER,F182269017,2018-08-14,2018-08-14
20180814031036PD,36636,B1,+37.33596,-121.89246,ER,F182269017,2018-08-14,2018-08-14
20180814031040PD,36640,B1,+37.33564,-121.89222,ER,F182269017,2018-08-14,2018-08-14
20180814031044PD,36644,B1,+37.33551,-121.89211,ER,F182269017,2018-08-14,2018-08-14
20180814031049PD,36649,B1,+37.33525,-121.89191,ER,F182269017,2018-08-14,2018-08-14
