datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180815154426PD,81866,B1,+37.33872,-121.89474,ER,F182279163,2018-08-15,2018-08-15
20180815154432PD,81871,B1,+37.33873,-121.89473,ER,F182279163,2018-08-15,2018-08-15
20180815154436PD,81876,B1,+37.33873,-121.89473,ER,F182279163,2018-08-15,2018-08-15
20180815154441PD,81881,B1,+37.33872,-121.89473,ER,F182279163,2018-08-15,2018-08-15
20180815154446PD,81886,B1,+37.33872,-121.89472,ER,F182279163,2018-08-15,2018-08-15
20180815154451PD,81891,B1,+37.33872,-121.89469,ER,F182279163,2018-08-15,2018-08-15
20180815154456PD,81896,B1,+37.33873,-121.89463,ER,F182279163,2018-08-15,2018-08-15
20180815154501PD,81901,B1,+37.33866,-121.89453,ER,F182279163,2018-08-15,2018-08-15
20180815154506PD,81906,B1,+37.33841,-121.89435,ER,F182279163,2018-08-15,2018-08-15
20180815154511PD,81911,B1,+37.33818,-121.89464,ER,F182279163,2018-08-15,2018-08-15
20180815154514PD,81914,B1,+37.33802,-121.89499,ER,F182279163,2018-08-15,2018-08-15
20180815154518PD,81917,B1,+37.33782,-121.89540,ER,F182279163,2018-08-15,2018-08-15
20180815154520PD,81920,B1,+37.33766,-121.89583,ER,F182279163,2018-08-15,2018-08-15
20180815154523PD,81923,B1,+37.33755,-121.89627,ER,F182279163,2018-08-15,2018-08-15
20180815154526PD,81926,B1,+37.33748,-121.89671,ER,F182279163,2018-08-15,2018-08-15
20180815154529PD,81929,B1,+37.33735,-121.89719,ER,F182279163,2018-08-15,2018-08-15
20180815154532PD,81932,B1,+37.33715,-121.89769,ER,F182279163,2018-08-15,2018-08-15
20180815154535PD,81935,B1,+37.33696,-121.89820,ER,F182279163,2018-08-15,2018-08-15
20180815154538PD,81938,B1,+37.33693,-121.89860,ER,F182279163,2018-08-15,2018-08-15
20180815154542PD,81942,B1,+37.33720,-121.89884,ER,F182279163,2018-08-15,2018-08-15
20180815154547PD,81947,B1,+37.33744,-121.89868,ER,F182279163,2018-08-15,2018-08-15
20180815154553PD,81952,B1,+37.33748,-121.89843,ER,F182279163,2018-08-15,2018-08-15
20180815154557PD,81957,B1,+37.33746,-121.89828,ER,F182279163,2018-08-15,2018-08-15
20180815154602PD,81962,B1,+37.33716,-121.89796,ER,F182279163,2018-08-15,2018-08-15
20180815154605PD,81965,B1,+37.33680,-121.89779,ER,F182279163,2018-08-15,2018-08-15
20180815154608PD,81968,B1,+37.33633,-121.89765,ER,F182279163,2018-08-15,2018-08-15
20180815154610PD,81970,B1,+37.33596,-121.89756,ER,F182279163,2018-08-15,2018-08-15
