datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180311061959PD,47999,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062003PD,48003,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062008PD,48008,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062012PD,48012,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062017PD,48017,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062021PD,48021,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062026PD,48026,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062030PD,48030,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062035PD,48035,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062039PD,48039,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062044PD,48044,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062048PD,48048,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062053PD,48053,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062057PD,48057,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062102PD,48062,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062107PD,48067,B1,+37.33879,-121.89477,ER,F180709051,2018-03-11,2018-03-11
20180311062112PD,48072,B1,+37.33880,-121.89476,ER,F180709051,2018-03-11,2018-03-11
20180311062116PD,48076,B1,+37.33882,-121.89469,ER,F180709051,2018-03-11,2018-03-11
20180311062121PD,48081,B1,+37.33884,-121.89467,ER,F180709051,2018-03-11,2018-03-11
20180311062125PD,48085,B1,+37.33884,-121.89466,ER,F180709051,2018-03-11,2018-03-11
20180311062130PD,48090,B1,+37.33884,-121.89466,ER,F180709051,2018-03-11,2018-03-11
20180311062134PD,48094,B1,+37.33884,-121.89466,ER,F180709051,2018-03-11,2018-03-11
20180311062139PD,48099,B1,+37.33884,-121.89466,ER,F180709051,2018-03-11,2018-03-11
20180311062143PD,48103,B1,+37.33885,-121.89462,ER,F180709051,2018-03-11,2018-03-11
20180311062148PD,48108,B1,+37.33869,-121.89448,ER,F180709051,2018-03-11,2018-03-11
20180311062152PD,48112,B1,+37.33856,-121.89440,ER,F180709051,2018-03-11,2018-03-11
20180311062157PD,48117,B1,+37.33843,-121.89440,ER,F180709051,2018-03-11,2018-03-11
20180311062201PD,48121,B1,+37.33826,-121.89465,ER,F180709051,2018-03-11,2018-03-11
20180311062209PD,48129,B1,+37.33787,-121.89546,ER,F180709051,2018-03-11,2018-03-11
20180311062213PD,48133,B1,+37.33769,-121.89580,ER,F180709051,2018-03-11,2018-03-11
20180311062218PD,48138,B1,+37.33763,-121.89591,ER,F180709051,2018-03-11,2018-03-11
20180311062222PD,48142,B1,+37.33761,-121.89595,ER,F180709051,2018-03-11,2018-03-11
20180311062227PD,48147,B1,+37.33752,-121.89634,ER,F180709051,2018-03-11,2018-03-11
20180311062233PD,48153,B1,+37.33732,-121.89723,ER,F180709051,2018-03-11,2018-03-11
20180311062239PD,48159,B1,+37.33693,-121.89816,ER,F180709051,2018-03-11,2018-03-11
20180311062243PD,48163,B1,+37.33691,-121.89865,ER,F180709051,2018-03-11,2018-03-11
20180311062251PD,48171,B1,+37.33753,-121.89859,ER,F180709051,2018-03-11,2018-03-11
20180311062255PD,48175,B1,+37.33745,-121.89813,ER,F180709051,2018-03-11,2018-03-11
20180311062301PD,48181,B1,+37.33669,-121.89778,ER,F180709051,2018-03-11,2018-03-11
20180311062307PD,48187,B1,+37.33563,-121.89753,ER,F180709051,2018-03-11,2018-03-11
20180311062313PD,48193,B1,+37.33434,-121.89732,ER,F180709051,2018-03-11,2018-03-11
20180311062319PD,48199,B1,+37.33302,-121.89710,ER,F180709051,2018-03-11,2018-03-11
20180311062325PD,48205,B1,+37.33175,-121.89690,ER,F180709051,2018-03-11,2018-03-11
20180311062331PD,48211,B1,+37.33060,-121.89673,ER,F180709051,2018-03-11,2018-03-11
20180311062338PD,48218,B1,+37.32951,-121.89663,ER,F180709051,2018-03-11,2018-03-11
20180311062345PD,48225,B1,+37.32898,-121.89652,ER,F180709051,2018-03-11,2018-03-11
20180311062350PD,48230,B1,+37.32897,-121.89651,ER,F180709051,2018-03-11,2018-03-11
20180311062355PD,48235,B1,+37.32884,-121.89654,ER,F180709051,2018-03-11,2018-03-11
20180311062359PD,48239,B1,+37.32865,-121.89679,ER,F180709051,2018-03-11,2018-03-11
20180311062407PD,48247,B1,+37.32824,-121.89764,ER,F180709051,2018-03-11,2018-03-11
20180311062411PD,48251,B1,+37.32806,-121.89801,AR,F180709051,2018-03-11,2018-03-11
20180311232225PD,22945,B1,+37.33867,-121.89467,ER,F180709243,2018-03-11,2018-03-11
20180311232229PD,22949,B1,+37.33867,-121.89466,ER,F180709243,2018-03-11,2018-03-11
20180311232234PD,22954,B1,+37.33867,-121.89466,ER,F180709243,2018-03-11,2018-03-11
20180311232239PD,22959,B1,+37.33867,-121.89467,ER,F180709243,2018-03-11,2018-03-11
20180311232243PD,22963,B1,+37.33867,-121.89467,ER,F180709243,2018-03-11,2018-03-11
20180311232248PD,22968,B1,+37.33867,-121.89460,ER,F180709243,2018-03-11,2018-03-11
20180311232252PD,22972,B1,+37.33853,-121.89445,ER,F180709243,2018-03-11,2018-03-11
20180311232257PD,22977,B1,+37.33845,-121.89437,ER,F180709243,2018-03-11,2018-03-11
20180311232302PD,22982,B1,+37.33836,-121.89429,ER,F180709243,2018-03-11,2018-03-11
20180311232310PD,22990,B1,+37.33780,-121.89387,ER,F180709243,2018-03-11,2018-03-11
20180311232314PD,22994,B1,+37.33751,-121.89368,ER,F180709243,2018-03-11,2018-03-11
20180311232318PD,22998,B1,+37.33739,-121.89359,ER,F180709243,2018-03-11,2018-03-11
20180311232323PD,23003,B1,+37.33737,-121.89358,ER,F180709243,2018-03-11,2018-03-11
20180311232327PD,23007,B1,+37.33736,-121.89357,ER,F180709243,2018-03-11,2018-03-11
20180311232332PD,23012,B1,+37.33732,-121.89355,ER,F180709243,2018-03-11,2018-03-11
20180311232336PD,23016,B1,+37.33720,-121.89353,ER,F180709243,2018-03-11,2018-03-11
20180311232341PD,23021,B1,+37.33711,-121.89392,ER,F180709243,2018-03-11,2018-03-11
20180311232345PD,23025,B1,+37.33705,-121.89421,ER,F180709243,2018-03-11,2018-03-11
20180311232350PD,23030,B1,+37.33685,-121.89465,ER,F180709243,2018-03-11,2018-03-11
20180311232354PD,23034,B1,+37.33665,-121.89507,ER,F180709243,2018-03-11,2018-03-11
20180311232359PD,23039,B1,+37.33654,-121.89532,ER,F180709243,2018-03-11,2018-03-11
20180311232403PD,23043,B1,+37.33640,-121.89563,ER,F180709243,2018-03-11,2018-03-11
20180311232407PD,23047,B1,+37.33627,-121.89594,ER,F180709243,2018-03-11,2018-03-11
20180311232412PD,23052,B1,+37.33626,-121.89606,ER,F180709243,2018-03-11,2018-03-11
20180311232416PD,23056,B1,+37.33645,-121.89628,ER,F180709243,2018-03-11,2018-03-11
20180311232424PD,23064,B1,+37.33710,-121.89681,ER,F180709243,2018-03-11,2018-03-11
20180311232428PD,23068,B1,+37.33725,-121.89719,ER,F180709243,2018-03-11,2018-03-11
20180311232434PD,23074,B1,+37.33703,-121.89799,ER,F180709243,2018-03-11,2018-03-11
20180311232441PD,23081,B1,+37.33704,-121.89881,ER,F180709243,2018-03-11,2018-03-11
20180311232445PD,23085,B1,+37.33738,-121.89880,ER,F180709243,2018-03-11,2018-03-11
20180311232453PD,23093,B1,+37.33728,-121.89803,ER,F180709243,2018-03-11,2018-03-11
20180311232458PD,23098,B1,+37.33657,-121.89775,ER,F180709243,2018-03-11,2018-03-11
20180311232502PD,23102,B1,+37.33588,-121.89758,ER,F180709243,2018-03-11,2018-03-11
20180311232506PD,23106,B1,+37.33511,-121.89744,ER,F180709243,2018-03-11,2018-03-11
20180311232512PD,23112,B1,+37.33385,-121.89721,ER,F180709243,2018-03-11,2018-03-11
20180311232518PD,23118,B1,+37.33250,-121.89696,ER,F180709243,2018-03-11,2018-03-11
20180311232524PD,23124,B1,+37.33112,-121.89671,ER,F180709243,2018-03-11,2018-03-11
20180311232530PD,23130,B1,+37.32974,-121.89626,ER,F180709243,2018-03-11,2018-03-11
20180311232537PD,23136,B1,+37.32847,-121.89555,ER,F180709243,2018-03-11,2018-03-11
20180311232542PD,23142,B1,+37.32722,-121.89472,ER,F180709243,2018-03-11,2018-03-11
20180311232548PD,23148,B1,+37.32596,-121.89388,ER,F180709243,2018-03-11,2018-03-11
20180311232554PD,23154,B1,+37.32466,-121.89302,ER,F180709243,2018-03-11,2018-03-11
20180311232600PD,23160,B1,+37.32331,-121.89210,ER,F180709243,2018-03-11,2018-03-11
20180311232606PD,23166,B1,+37.32187,-121.89118,ER,F180709243,2018-03-11,2018-03-11
20180311232612PD,23172,B1,+37.32045,-121.89050,ER,F180709243,2018-03-11,2018-03-11
20180311232618PD,23178,B1,+37.31900,-121.89009,ER,F180709243,2018-03-11,2018-03-11
20180311232624PD,23184,B1,+37.31750,-121.88966,ER,F180709243,2018-03-11,2018-03-11
20180311232630PD,23190,B1,+37.31614,-121.88894,ER,F180709243,2018-03-11,2018-03-11
20180311232636PD,23196,B1,+37.31495,-121.88800,ER,F180709243,2018-03-11,2018-03-11
20180311232640PD,23200,B1,+37.31421,-121.88726,ER,F180709243,2018-03-11,2018-03-11
20180311232646PD,23206,B1,+37.31309,-121.88614,ER,F180709243,2018-03-11,2018-03-11
20180311232652PD,23212,B1,+37.31194,-121.88511,ER,F180709243,2018-03-11,2018-03-11
20180311232658PD,23218,B1,+37.31072,-121.88414,ER,F180709243,2018-03-11,2018-03-11
20180311232704PD,23224,B1,+37.30948,-121.88317,ER,F180709243,2018-03-11,2018-03-11
20180311232710PD,23230,B1,+37.30824,-121.88220,ER,F180709243,2018-03-11,2018-03-11
