datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20190123103225PS,66745,B10,+37.31825,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103230PS,66749,B10,+37.31825,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103234PS,66754,B10,+37.31825,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103239PS,66759,B10,+37.31825,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103244PS,66764,B10,+37.31826,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103250PS,66769,B10,+37.31826,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103255PS,66774,B10,+37.31826,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103300PS,66779,B10,+37.31826,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103305PS,66784,B10,+37.31825,-121.94362,ER,F190239104,2019-01-23,2019-01-23
20190123103310PS,66789,B10,+37.31825,-121.94354,ER,F190239104,2019-01-23,2019-01-23
20190123103315PS,66794,B10,+37.31820,-121.94344,ER,F190239104,2019-01-23,2019-01-23
20190123103320PS,66799,B10,+37.31811,-121.94333,ER,F190239104,2019-01-23,2019-01-23
20190123103324PS,66804,B10,+37.31778,-121.94331,ER,F190239104,2019-01-23,2019-01-23
20190123103329PS,66809,B10,+37.31755,-121.94344,ER,F190239104,2019-01-23,2019-01-23
20190123103333PS,66813,B10,+37.31745,-121.94394,ER,F190239104,2019-01-23,2019-01-23
20190123103337PS,66816,B10,+37.31740,-121.94437,ER,F190239104,2019-01-23,2019-01-23
20190123103341PS,66820,B10,+37.31735,-121.94487,ER,F190239104,2019-01-23,2019-01-23
20190123103343PS,66823,B10,+37.31729,-121.94527,ER,F190239104,2019-01-23,2019-01-23
20190123103346PS,66826,B10,+37.31723,-121.94570,ER,F190239104,2019-01-23,2019-01-23
20190123103349PS,66829,B10,+37.31719,-121.94622,ER,F190239104,2019-01-23,2019-01-23
20190123103351PS,66831,B10,+37.31717,-121.94662,ER,F190239104,2019-01-23,2019-01-23
20190123103353PS,66833,B10,+37.31716,-121.94708,ER,F190239104,2019-01-23,2019-01-23
20190123103355PS,66835,B10,+37.31718,-121.94755,ER,F190239104,2019-01-23,2019-01-23
20190123103357PS,66837,B10,+37.31720,-121.94801,ER,F190239104,2019-01-23,2019-01-23
20190123103359PS,66839,B10,+37.31722,-121.94846,ER,F190239104,2019-01-23,2019-01-23
20190123103401PS,66841,B10,+37.31724,-121.94886,ER,F190239104,2019-01-23,2019-01-23
20190123103405PS,66844,B10,+37.31727,-121.94932,ER,F190239104,2019-01-23,2019-01-23
20190123103408PS,66848,B10,+37.31729,-121.94980,ER,F190239104,2019-01-23,2019-01-23
20190123103413PS,66852,B10,+37.31730,-121.94999,ER,F190239104,2019-01-23,2019-01-23
20190123103417PS,66857,B10,+37.31730,-121.95014,ER,F190239104,2019-01-23,2019-01-23
20190123103422PS,66862,B10,+37.31698,-121.95024,ER,F190239104,2019-01-23,2019-01-23
20190123103427PS,66866,B10,+37.31665,-121.95022,ER,F190239104,2019-01-23,2019-01-23
20190123103431PS,66871,B10,+37.31653,-121.95021,ER,F190239104,2019-01-23,2019-01-23
20190123103437PS,66876,B10,+37.31622,-121.95021,ER,F190239104,2019-01-23,2019-01-23
20190123103440PS,66880,B10,+37.31578,-121.95020,ER,F190239104,2019-01-23,2019-01-23
20190123103444PS,66883,B10,+37.31538,-121.95019,ER,F190239104,2019-01-23,2019-01-23
20190123103446PS,66886,B10,+37.31494,-121.95019,ER,F190239104,2019-01-23,2019-01-23
20190123103450PS,66889,B10,+37.31446,-121.95018,ER,F190239104,2019-01-23,2019-01-23
20190123103452PS,66891,B10,+37.31414,-121.95018,ER,F190239104,2019-01-23,2019-01-23
20190123103454PS,66893,B10,+37.31382,-121.95017,ER,F190239104,2019-01-23,2019-01-23
20190123103456PS,66896,B10,+37.31337,-121.95015,ER,F190239104,2019-01-23,2019-01-23
20190123103459PS,66899,B10,+37.31298,-121.95016,ER,F190239104,2019-01-23,2019-01-23
20190123103503PS,66902,B10,+37.31254,-121.95016,ER,F190239104,2019-01-23,2019-01-23
20190123103505PS,66905,B10,+37.31208,-121.95015,ER,F190239104,2019-01-23,2019-01-23
20190123103509PS,66908,B10,+37.31162,-121.95014,ER,F190239104,2019-01-23,2019-01-23
20190123103511PS,66911,B10,+37.31116,-121.95014,ER,F190239104,2019-01-23,2019-01-23
20190123103513PS,66913,B10,+37.31085,-121.95014,ER,F190239104,2019-01-23,2019-01-23
20190123103516PS,66915,B10,+37.31052,-121.95013,ER,F190239104,2019-01-23,2019-01-23
20190123103517PS,66917,B10,+37.31020,-121.95013,ER,F190239104,2019-01-23,2019-01-23
20190123103520PS,66919,B10,+37.30989,-121.95013,ER,F190239104,2019-01-23,2019-01-23
20190123103522PS,66922,B10,+37.30944,-121.95012,ER,F190239104,2019-01-23,2019-01-23
20190123103526PS,66925,B10,+37.30901,-121.95012,ER,F190239104,2019-01-23,2019-01-23
20190123103528PS,66928,B10,+37.30858,-121.95011,ER,F190239104,2019-01-23,2019-01-23
20190123103532PS,66931,B10,+37.30817,-121.95011,ER,F190239104,2019-01-23,2019-01-23
20190123103535PS,66934,B10,+37.30773,-121.95010,ER,F190239104,2019-01-23,2019-01-23
20190123103537PS,66937,B10,+37.30729,-121.95010,ER,F190239104,2019-01-23,2019-01-23
