datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180416113759PD,67073,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113804PD,67084,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113808PD,67088,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113813PD,67093,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113817PD,67097,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113822PD,67102,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113826PD,67106,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113831PD,67111,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113835PD,67115,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113840PD,67120,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113844PD,67124,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113849PD,67129,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113853PD,67133,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113858PD,67138,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113902PD,67142,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113907PD,67147,B10,+37.30215,-121.97987,ER,F181069075,2018-04-16,2018-04-16
20180416113911PD,67151,B10,+37.30219,-121.97990,ER,F181069075,2018-04-16,2018-04-16
20180416113916PD,67156,B10,+37.30218,-121.98013,ER,F181069075,2018-04-16,2018-04-16
20180416113920PD,67160,B10,+37.30216,-121.98035,ER,F181069075,2018-04-16,2018-04-16
20180416113925PD,67165,B10,+37.30232,-121.98038,ER,F181069075,2018-04-16,2018-04-16
20180416113929PD,67169,B10,+37.30262,-121.98019,ER,F181069075,2018-04-16,2018-04-16
20180416113934PD,67174,B10,+37.30291,-121.97995,ER,F181069075,2018-04-16,2018-04-16
20180416113940PD,67180,B10,+37.30365,-121.97944,ER,F181069075,2018-04-16,2018-04-16
20180416113946PD,67186,B10,+37.30471,-121.97882,ER,F181069075,2018-04-16,2018-04-16
20180416113952PD,67192,B10,+37.30582,-121.97830,ER,F181069075,2018-04-16,2018-04-16
20180416113956PD,67196,B10,+37.30656,-121.97803,ER,F181069075,2018-04-16,2018-04-16
20180416114001PD,67201,B10,+37.30732,-121.97777,ER,F181069075,2018-04-16,2018-04-16
20180416114009PD,67209,B10,+37.30783,-121.97759,ER,F181069075,2018-04-16,2018-04-16
20180416114014PD,67214,B10,+37.30785,-121.97759,ER,F181069075,2018-04-16,2018-04-16
20180416114018PD,67218,B10,+37.30787,-121.97759,ER,F181069075,2018-04-16,2018-04-16
20180416114023PD,67223,B10,+37.30809,-121.97757,ER,F181069075,2018-04-16,2018-04-16
20180416114029PD,67229,B10,+37.30885,-121.97745,ER,F181069075,2018-04-16,2018-04-16
20180416114035PD,67235,B10,+37.31007,-121.97730,ER,F181069075,2018-04-16,2018-04-16
20180416114041PD,67241,B10,+37.31141,-121.97724,ER,F181069075,2018-04-16,2018-04-16
20180416114047PD,67247,B10,+37.31269,-121.97717,ER,F181069075,2018-04-16,2018-04-16
20180416114053PD,67253,B10,+37.31392,-121.97690,ER,F181069075,2018-04-16,2018-04-16
20180416114100PD,67260,B10,+37.31501,-121.97643,ER,F181069075,2018-04-16,2018-04-16
20180416114106PD,67266,B10,+37.31564,-121.97612,ER,F181069075,2018-04-16,2018-04-16
