datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20181212072312PS,55392,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072316PS,55396,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072321PS,55401,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072326PS,55406,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072331PS,55411,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072336PS,55416,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072341PS,55421,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072346PS,55426,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072351PS,55431,B1,+37.33656,-121.88650,ER,F183469052,2018-12-12,2018-12-12
20181212072356PS,55436,B1,+37.33655,-121.88651,ER,F183469052,2018-12-12,2018-12-12
20181212072400PS,55440,B1,+37.33655,-121.88651,ER,F183469052,2018-12-12,2018-12-12
20181212072404PS,55444,B1,+37.33655,-121.88652,ER,F183469052,2018-12-12,2018-12-12
20181212072409PS,55449,B1,+37.33653,-121.88651,ER,F183469052,2018-12-12,2018-12-12
20181212072414PS,55454,B1,+37.33637,-121.88641,ER,F183469052,2018-12-12,2018-12-12
20181212072420PS,55459,B1,+37.33614,-121.88631,ER,F183469052,2018-12-12,2018-12-12
20181212072424PS,55464,B1,+37.33592,-121.88614,ER,F183469052,2018-12-12,2018-12-12
20181212072428PS,55468,B1,+37.33559,-121.88588,ER,F183469052,2018-12-12,2018-12-12
20181212072431PS,55471,B1,+37.33529,-121.88565,ER,F183469052,2018-12-12,2018-12-12
20181212072434PS,55474,B1,+37.33497,-121.88542,ER,F183469052,2018-12-12,2018-12-12
20181212072437PS,55477,B1,+37.33467,-121.88520,ER,F183469052,2018-12-12,2018-12-12
20181212072440PS,55480,B1,+37.33437,-121.88498,ER,F183469052,2018-12-12,2018-12-12
20181212072443PS,55483,B1,+37.33406,-121.88474,ER,F183469052,2018-12-12,2018-12-12
20181212072446PS,55486,B1,+37.33372,-121.88449,ER,F183469052,2018-12-12,2018-12-12
20181212072449PS,55489,B1,+37.33337,-121.88422,ER,F183469052,2018-12-12,2018-12-12
20181212072452PS,55492,B1,+37.33300,-121.88395,ER,F183469052,2018-12-12,2018-12-12
20181212072455PS,55495,B1,+37.33263,-121.88368,ER,F183469052,2018-12-12,2018-12-12
20181212072458PS,55498,B1,+37.33225,-121.88339,ER,F183469052,2018-12-12,2018-12-12
20181212072501PS,55501,B1,+37.33186,-121.88310,ER,F183469052,2018-12-12,2018-12-12
20181212072504PS,55504,B1,+37.33148,-121.88282,ER,F183469052,2018-12-12,2018-12-12
20181212072507PS,55507,B1,+37.33109,-121.88252,ER,F183469052,2018-12-12,2018-12-12
20181212072510PS,55510,B1,+37.33070,-121.88224,ER,F183469052,2018-12-12,2018-12-12
20181212072513PS,55513,B1,+37.33033,-121.88195,ER,F183469052,2018-12-12,2018-12-12
20181212072516PS,55516,B1,+37.32994,-121.88166,ER,F183469052,2018-12-12,2018-12-12
20181212072519PS,55519,B1,+37.32955,-121.88137,ER,F183469052,2018-12-12,2018-12-12
20181212072522PS,55522,B1,+37.32919,-121.88111,ER,F183469052,2018-12-12,2018-12-12
20181212072525PS,55525,B1,+37.32888,-121.88090,ER,F183469052,2018-12-12,2018-12-12
20181212072529PS,55529,B1,+37.32857,-121.88080,ER,F183469052,2018-12-12,2018-12-12
20181212072533PS,55533,B1,+37.32833,-121.88114,ER,F183469052,2018-12-12,2018-12-12
20181212072536PS,55536,B1,+37.32815,-121.88155,ER,F183469052,2018-12-12,2018-12-12
20181212072540PS,55539,B1,+37.32794,-121.88202,ER,F183469052,2018-12-12,2018-12-12
20181212072542PS,55542,B1,+37.32774,-121.88245,ER,F183469052,2018-12-12,2018-12-12
20181212072546PS,55546,B1,+37.32750,-121.88270,ER,F183469052,2018-12-12,2018-12-12
20181212072550PS,55550,B1,+37.32712,-121.88247,ER,F183469052,2018-12-12,2018-12-12
20181212072553PS,55553,B1,+37.32678,-121.88220,ER,F183469052,2018-12-12,2018-12-12
20181212072556PS,55556,B1,+37.32637,-121.88191,ER,F183469052,2018-12-12,2018-12-12
20181212072558PS,55558,B1,+37.32608,-121.88169,ER,F183469052,2018-12-12,2018-12-12
20181212072600PS,55560,B1,+37.32581,-121.88146,ER,F183469052,2018-12-12,2018-12-12
20181212072602PS,55562,B1,+37.32552,-121.88124,ER,F183469052,2018-12-12,2018-12-12
20181212072605PS,55564,B1,+37.32524,-121.88102,ER,F183469052,2018-12-12,2018-12-12
20181212072606PS,55566,B1,+37.32496,-121.88081,ER,F183469052,2018-12-12,2018-12-12
20181212072608PS,55568,B1,+37.32467,-121.88060,ER,F183469052,2018-12-12,2018-12-12
20181212072610PS,55570,B1,+37.32439,-121.88039,ER,F183469052,2018-12-12,2018-12-12
20181212072613PS,55572,B1,+37.32409,-121.88017,ER,F183469052,2018-12-12,2018-12-12
20181212072615PS,55574,B1,+37.32379,-121.87994,ER,F183469052,2018-12-12,2018-12-12
20181212072616PS,55576,B1,+37.32349,-121.87972,ER,F183469052,2018-12-12,2018-12-12
20181212072618PS,55578,B1,+37.32320,-121.87949,ER,F183469052,2018-12-12,2018-12-12
20181212072620PS,55580,B1,+37.32290,-121.87927,ER,F183469052,2018-12-12,2018-12-12
20181212072622PS,55582,B1,+37.32259,-121.87904,ER,F183469052,2018-12-12,2018-12-12
20181212072625PS,55584,B1,+37.32228,-121.87882,ER,F183469052,2018-12-12,2018-12-12
20181212072627PS,55586,B1,+37.32198,-121.87859,ER,F183469052,2018-12-12,2018-12-12
20181212072628PS,55588,B1,+37.32168,-121.87837,ER,F183469052,2018-12-12,2018-12-12
20181212072630PS,55590,B1,+37.32139,-121.87815,ER,F183469052,2018-12-12,2018-12-12
20181212072633PS,55593,B1,+37.32101,-121.87788,ER,F183469052,2018-12-12,2018-12-12
20181212072636PS,55596,B1,+37.32067,-121.87763,ER,F183469052,2018-12-12,2018-12-12
20181212072640PS,55600,B1,+37.32037,-121.87743,ER,F183469052,2018-12-12,2018-12-12
20181212072644PS,55604,B1,+37.32013,-121.87728,ER,F183469052,2018-12-12,2018-12-12
20181212072647PS,55607,B1,+37.31988,-121.87703,ER,F183469052,2018-12-12,2018-12-12
20181212072651PS,55611,B1,+37.31956,-121.87676,ER,F183469052,2018-12-12,2018-12-12
20181212072655PS,55615,B1,+37.31924,-121.87658,ER,F183469052,2018-12-12,2018-12-12
20181212072658PS,55618,B1,+37.31891,-121.87642,ER,F183469052,2018-12-12,2018-12-12
20181212072702PS,55621,B1,+37.31857,-121.87616,ER,F183469052,2018-12-12,2018-12-12
20181212072705PS,55624,B1,+37.31825,-121.87586,ER,F183469052,2018-12-12,2018-12-12
20181212072707PS,55627,B1,+37.31788,-121.87552,ER,F183469052,2018-12-12,2018-12-12
20181212072710PS,55629,B1,+37.31763,-121.87527,ER,F183469052,2018-12-12,2018-12-12
20181212072711PS,55631,B1,+37.31737,-121.87503,ER,F183469052,2018-12-12,2018-12-12
