datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180420171714PD,1034,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171718PD,1038,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171723PD,1043,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171727PD,1047,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171732PD,1052,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171736PD,1056,B1,+37.33867,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171742PD,1061,B1,+37.33866,-121.89477,ER,F181109194,2018-04-20,2018-04-20
20180420171745PD,1065,B1,+37.33867,-121.89476,ER,F181109194,2018-04-20,2018-04-20
20180420171750PD,1070,B1,+37.33867,-121.89476,ER,F181109194,2018-04-20,2018-04-20
20180420171754PD,1074,B1,+37.33869,-121.89472,ER,F181109194,2018-04-20,2018-04-20
20180420171759PD,1079,B1,+37.33871,-121.89470,ER,F181109194,2018-04-20,2018-04-20
20180420171803PD,1083,B1,+37.33872,-121.89470,ER,F181109194,2018-04-20,2018-04-20
20180420171808PD,1088,B1,+37.33876,-121.89461,ER,F181109194,2018-04-20,2018-04-20
20180420171812PD,1092,B1,+37.33874,-121.89448,ER,F181109194,2018-04-20,2018-04-20
20180420171817PD,1097,B1,+37.33848,-121.89423,ER,F181109194,2018-04-20,2018-04-20
20180420171822PD,1101,B1,+37.33862,-121.89382,ER,F181109194,2018-04-20,2018-04-20
20180420171827PD,1107,B1,+37.33901,-121.89309,ER,F181109194,2018-04-20,2018-04-20
20180420171832PD,1112,B1,+37.33913,-121.89283,ER,F181109194,2018-04-20,2018-04-20
20180420171836PD,1116,B1,+37.33927,-121.89248,ER,F181109194,2018-04-20,2018-04-20
20180420171844PD,1124,B1,+37.33958,-121.89180,ER,F181109194,2018-04-20,2018-04-20
20180420171848PD,1128,B1,+37.33969,-121.89157,ER,F181109194,2018-04-20,2018-04-20
20180420171856PD,1136,B1,+37.34005,-121.89077,ER,F181109194,2018-04-20,2018-04-20
20180420171900PD,1140,B1,+37.34013,-121.89061,ER,F181109194,2018-04-20,2018-04-20
20180420171907PD,1147,B1,+37.34050,-121.88986,ER,F181109194,2018-04-20,2018-04-20
20180420171912PD,1152,B1,+37.34060,-121.88962,ER,F181109194,2018-04-20,2018-04-20
20180420171919PD,1159,B1,+37.34096,-121.88884,ER,F181109194,2018-04-20,2018-04-20
