datetime,utc,veh_id,lat,lon,type,trip_id,date,start_date
20180320080108PD,54068,B1,+37.33866,-121.89480,ER,F180799059,2018-03-20,2018-03-20
20180320080113PD,54073,B1,+37.33866,-121.89480,ER,F180799059,2018-03-20,2018-03-20
20180320080118PD,54078,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080122PD,54082,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080127PD,54087,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080131PD,54091,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080136PD,54096,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080140PD,54100,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080145PD,54105,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080149PD,54109,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080154PD,54114,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080158PD,54118,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080203PD,54123,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080207PD,54127,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080213PD,54132,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080216PD,54136,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080221PD,54141,B1,+37.33867,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080225PD,54145,B1,+37.33867,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080230PD,54150,B1,+37.33867,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080234PD,54154,B1,+37.33867,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080239PD,54159,B1,+37.33868,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080243PD,54163,B1,+37.33868,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080248PD,54168,B1,+37.33868,-121.89482,ER,F180799059,2018-03-20,2018-03-20
20180320080252PD,54172,B1,+37.33867,-121.89481,ER,F180799059,2018-03-20,2018-03-20
20180320080257PD,54177,B1,+37.33868,-121.89479,ER,F180799059,2018-03-20,2018-03-20
20180320080302PD,54182,B1,+37.33868,-121.89474,ER,F180799059,2018-03-20,2018-03-20
20180320080306PD,54186,B1,+37.33872,-121.89469,ER,F180799059,2018-03-20,2018-03-20
20180320080311PD,54191,B1,+37.33875,-121.89462,ER,F180799059,2018-03-20,2018-03-20
20180320080315PD,54195,B1,+37.33861,-121.89446,ER,F180799059,2018-03-20,2018-03-20
20180320080320PD,54200,B1,+37.33834,-121.89445,ER,F180799059,2018-03-20,2018-03-20
20180320080324PD,54204,B1,+37.33813,-121.89477,ER,F180799059,2018-03-20,2018-03-20
20180320080331PD,54209,B1,+37.33796,-121.89517,ER,F180799059,2018-03-20,2018-03-20
20180320080335PD,54215,B1,+37.33764,-121.89591,ER,F180799059,2018-03-20,2018-03-20
20180320080342PD,54222,B1,+37.33745,-121.89678,ER,F180799059,2018-03-20,2018-03-20
20180320080346PD,54226,B1,+37.33732,-121.89724,ER,F180799059,2018-03-20,2018-03-20
20180320080352PD,54232,B1,+37.33694,-121.89816,ER,F180799059,2018-03-20,2018-03-20
20180320080400PD,54240,B1,+37.33727,-121.89885,ER,F180799059,2018-03-20,2018-03-20
20180320080404PD,54244,B1,+37.33754,-121.89854,ER,F180799059,2018-03-20,2018-03-20
20180320080411PD,54251,B1,+37.33693,-121.89789,ER,F180799059,2018-03-20,2018-03-20
20180320080417PD,54257,B1,+37.33579,-121.89757,ER,F180799059,2018-03-20,2018-03-20
20180320080423PD,54263,B1,+37.33440,-121.89730,ER,F180799059,2018-03-20,2018-03-20
20180320080429PD,54269,B1,+37.33296,-121.89704,ER,F180799059,2018-03-20,2018-03-20
20180320080435PD,54275,B1,+37.33150,-121.89680,ER,F180799059,2018-03-20,2018-03-20
20180320080441PD,54281,B1,+37.33000,-121.89638,ER,F180799059,2018-03-20,2018-03-20
20180320080447PD,54287,B1,+37.32854,-121.89559,ER,F180799059,2018-03-20,2018-03-20
20180320080453PD,54293,B1,+37.32708,-121.89461,ER,F180799059,2018-03-20,2018-03-20
20180320080459PD,54299,B1,+37.32567,-121.89365,ER,F180799059,2018-03-20,2018-03-20
20180320080505PD,54305,B1,+37.32428,-121.89272,ER,F180799059,2018-03-20,2018-03-20
20180320080511PD,54311,B1,+37.32288,-121.89179,ER,F180799059,2018-03-20,2018-03-20
20180320080517PD,54317,B1,+37.32147,-121.89089,ER,F180799059,2018-03-20,2018-03-20
20180320080523PD,54323,B1,+37.31991,-121.89029,ER,F180799059,2018-03-20,2018-03-20
